form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_67851,Outpatient high complexity procedures,8.301633849838414,24.0,5,19,11,8,40
aqf_demographic_data_91952,Demographic data,0.6147853185595568,5.0,3,2,1,1,3
