operator_aware_form_id,canonical_form_id,form_group,input_field_count,output_field_count,relationship_count,operator_form_utility,max_depth
oaf_cf_outpatient_high_complexity_procedures_8527,cf_outpatient_high_complexity_procedures_8527,Outpatient high complexity procedures,10,8,417,8.79070668859649,5
oaf_cf_demographic_data_3461,cf_demographic_data_3461,Demographic data,2,2,6,0.7956133137119114,3
