comparison,primary_claim,metric,aqf_value,baseline_value,absolute_delta,relative_delta_percent
aqf_full_vs_no_pruning,compactness relative to full canonical schema,strict_coverage,0.8888888888888888,0.9814814814814815,-0.09259259259259267,-9.433962264150951
aqf_full_vs_no_pruning,compactness relative to full canonical schema,partial_coverage,0.8962962962962963,0.9814814814814815,-0.08518518518518525,-8.679245283018874
aqf_full_vs_no_pruning,compactness relative to full canonical schema,field_count,44.0,54.0,-10.0,-18.51851851851852
aqf_full_vs_no_pruning,compactness relative to full canonical schema,operator_count,234.0,285.0,-51.0,-17.894736842105264
aqf_full_vs_no_pruning,compactness relative to full canonical schema,final_complexity,50.0,60.0,-10.0,-16.666666666666664
aqf_full_vs_no_pruning,compactness relative to full canonical schema,weighted_operator_burden,214.0,262.25,-48.25,-18.398474737845564
aqf_full_vs_no_pruning,compactness relative to full canonical schema,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,strict_coverage,0.8888888888888888,0.8888888888888888,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,partial_coverage,0.8962962962962963,0.8962962962962963,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,operator_count,234.0,484.0,-250.0,-51.652892561983464
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,weighted_operator_burden,214.0,528.0,-314.0,-59.46969696969697
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,invalid_or_unwanted_operator_count,0.0,250.0,-250.0,-100.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,strict_coverage,0.8888888888888888,0.8888888888888888,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,partial_coverage,0.8962962962962963,0.8962962962962963,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,operator_count,234.0,230.0,4.0,1.7391304347826086
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,weighted_operator_burden,214.0,209.0,5.0,2.3923444976076556
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_flattened_topk,canonical structure/context preservation,strict_coverage,0.8888888888888888,0.8888888888888888,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,partial_coverage,0.8962962962962963,0.8962962962962963,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,operator_count,234.0,234.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,weighted_operator_burden,214.0,214.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
