method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,29,8,10,6,1.0,35.0,161,161,0,149.25,26.44332864885428
aqf_topk_no_threshold,29,8,10,6,1.0,35.0,161,161,0,149.25,26.44332864885428
frequency_only,29,7,9,6,1.0,35.0,153,153,0,139.25,25.244083576003963
flattened_topk,29,1,1,6,1.0,35.0,161,161,0,149.25,26.44332864885428
no_operator_awareness,29,8,10,6,1.0,35.0,319,161,158,348.0,26.44332864885428
no_pruning,54,11,19,6,1.0,60.0,285,285,0,262.25,36.54686259531415
random_topk_1,29,8,13,6,1.0,35.0,155,155,0,143.25,19.917936342152714
random_topk_2,29,8,15,6,1.0,35.0,161,161,0,150.75,19.183486460083373
random_topk_3,29,9,15,6,1.0,35.0,142,142,0,126.75,18.536068288830386
random_topk_4,29,9,15,6,1.0,35.0,150,150,0,136.25,19.979649326446385
random_topk_5,29,10,15,6,1.0,35.0,151,151,0,139.75,18.32169040019113
random_topk_6,29,10,16,6,1.0,35.0,162,162,0,151.0,21.21762679007401
random_topk_7,29,7,14,6,1.0,35.0,152,152,0,140.5,19.871150267264554
random_topk_8,29,9,14,6,1.0,35.0,152,152,0,139.0,20.475502398547313
random_topk_9,29,9,13,6,1.0,35.0,149,149,0,135.5,19.213794833951816
random_topk_10,29,9,14,6,1.0,35.0,153,153,0,140.25,18.858456059258003
