form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_32809,Outpatient high complexity procedures,11.638685849492152,20.0,5,15,9,6,40
aqf_demographic_data_18812,Demographic data,0.9500649238227147,7.0,3,4,2,2,6
