form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_90198,Outpatient high complexity procedures,13.263181538550326,24.0,5,19,11,8,40
aqf_demographic_data_10903,Demographic data,1.5721974549861495,11.0,3,8,4,4,18
