method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage
aqf_full,24,7,9,6,1.0,30.0,132,132,0,122.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175
aqf_topk_no_threshold,24,7,9,6,1.0,30.0,132,132,0,122.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,34.354152302603566,42,0.7142857142857143,0.7924036281179138
flattened_topk,24,1,1,6,1.0,30.0,132,132,0,122.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175
no_operator_awareness,24,7,9,6,1.0,30.0,264,132,132,288.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809523,0.9523809523809523
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,26.67752705451152,42,0.4523809523809524,0.5607709750566894
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,26.797178663589577,42,0.5238095238095238,0.715249433106576
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,25.78704642171773,42,0.38095238095238093,0.6170634920634921
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,26.474240837537703,42,0.6190476190476191,0.7557823129251701
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,26.08213309087847,42,0.4523809523809524,0.6683673469387755
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,26.65438737410415,42,0.47619047619047616,0.6425736961451247
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,28.301586329972707,42,0.5952380952380952,0.7175170068027211
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,25.565704118957882,42,0.5952380952380952,0.7353174603174603
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,26.181882543026806,42,0.6904761904761905,0.768140589569161
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,27.634958916307784,42,0.38095238095238093,0.5556689342403628
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,28.39617514062669,42,0.30952380952380953,0.4741496598639456
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,25.73733797671706,42,0.5476190476190477,0.6766439909297052
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,28.42431712693861,42,0.5238095238095238,0.6905895691609977
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,27.524993182751068,42,0.5238095238095238,0.6674603174603175
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,25.418025507833217,42,0.40476190476190477,0.6466553287981859
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,29.05380077973381,42,0.5476190476190477,0.7479591836734694
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,27.294016600280216,42,0.5714285714285714,0.7087301587301587
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,26.44425735680827,42,0.5,0.6688775510204081
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,26.3655478803698,42,0.5952380952380952,0.7956916099773242
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,25.919611997273737,42,0.7142857142857143,0.8106575963718822
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,27.733409535026944,42,0.47619047619047616,0.673639455782313
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,27.797810315589988,42,0.6428571428571429,0.784126984126984
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,24.652204865745645,42,0.3333333333333333,0.5883219954648526
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,27.063517592010534,42,0.5714285714285714,0.7116213151927437
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,27.116335069299925,42,0.35714285714285715,0.5869614512471655
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,26.588257332569164,42,0.35714285714285715,0.576360544217687
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,25.783104281742624,42,0.5476190476190477,0.6926303854875284
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,27.526257977775927,42,0.5952380952380952,0.7353174603174603
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,25.99399229738578,42,0.47619047619047616,0.601360544217687
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,25.2519183897961,42,0.5476190476190477,0.7130952380952381
