method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,24,7,9,6,1.0,30.0,132,132,0,122.0,34.48446780328944
aqf_topk_no_threshold,24,7,9,6,1.0,30.0,132,132,0,122.0,34.48446780328944
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,34.354152302603566
flattened_topk,24,1,1,6,1.0,30.0,132,132,0,122.0,34.48446780328944
no_operator_awareness,24,7,9,6,1.0,30.0,264,132,132,288.0,34.48446780328944
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,38.95106070014661
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,26.67752705451152
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,26.797178663589577
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,25.78704642171773
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,26.474240837537703
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,26.08213309087847
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,26.65438737410415
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,28.301586329972707
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,25.565704118957882
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,26.181882543026806
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,27.634958916307784
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,28.39617514062669
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,25.73733797671706
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,28.42431712693861
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,27.524993182751068
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,25.418025507833217
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,29.05380077973381
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,27.294016600280216
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,26.44425735680827
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,26.3655478803698
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,25.919611997273737
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,27.733409535026944
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,27.797810315589988
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,24.652204865745645
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,27.063517592010534
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,27.116335069299925
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,26.588257332569164
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,25.783104281742624
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,27.526257977775927
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,25.99399229738578
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,25.2519183897961
