comparison,primary_claim,metric,aqf_value,baseline_value,absolute_delta,relative_delta_percent
aqf_full_vs_no_pruning,compactness relative to full canonical schema,strict_coverage,0.7142857142857143,0.9523809523809523,-0.23809523809523803,-24.999999999999993
aqf_full_vs_no_pruning,compactness relative to full canonical schema,partial_coverage,0.7674603174603175,0.9523809523809523,-0.18492063492063482,-19.416666666666657
aqf_full_vs_no_pruning,compactness relative to full canonical schema,field_count,24.0,35.0,-11.0,-31.428571428571427
aqf_full_vs_no_pruning,compactness relative to full canonical schema,operator_count,132.0,187.0,-55.0,-29.411764705882355
aqf_full_vs_no_pruning,compactness relative to full canonical schema,final_complexity,30.0,41.0,-11.0,-26.82926829268293
aqf_full_vs_no_pruning,compactness relative to full canonical schema,weighted_operator_burden,122.0,172.5,-50.5,-29.275362318840582
aqf_full_vs_no_pruning,compactness relative to full canonical schema,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,strict_coverage,0.7142857142857143,0.7142857142857143,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,partial_coverage,0.7674603174603175,0.7674603174603175,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,field_count,24.0,24.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,operator_count,132.0,264.0,-132.0,-50.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,final_complexity,30.0,30.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,weighted_operator_burden,122.0,288.0,-166.0,-57.638888888888886
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,invalid_or_unwanted_operator_count,0.0,132.0,-132.0,-100.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,strict_coverage,0.7142857142857143,0.7142857142857143,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,partial_coverage,0.7674603174603175,0.7924036281179138,-0.02494331065759625,-3.1478036915152234
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,field_count,24.0,24.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,operator_count,132.0,129.0,3.0,2.3255813953488373
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,final_complexity,30.0,30.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,weighted_operator_burden,122.0,118.5,3.5,2.9535864978902953
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_flattened_topk,canonical structure/context preservation,strict_coverage,0.7142857142857143,0.7142857142857143,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,partial_coverage,0.7674603174603175,0.7674603174603175,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,field_count,24.0,24.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,operator_count,132.0,132.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,final_complexity,30.0,30.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,weighted_operator_burden,122.0,122.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
