method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,24,7,11,6,1.0,30.0,140,140,0,132.5,6.5994841854176896
aqf_topk_no_threshold,24,7,11,6,1.0,30.0,140,140,0,132.5,6.5994841854176896
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,6.064804050737554
flattened_topk,24,1,1,6,1.0,30.0,140,140,0,132.5,6.5994841854176896
no_operator_awareness,24,7,11,6,1.0,30.0,264,140,124,288.0,6.5994841854176896
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,7.2796188655523695
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,5.448847382606973
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,4.116220172741912
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,4.949652535586039
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,5.56083684242252
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,4.728282828282828
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,3.944675226260904
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,4.2717757282974675
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,4.391582491582492
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,5.488373074306578
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,5.9530195389530425
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,5.476456810216401
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,4.440298121883799
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,5.858743444676948
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,5.3570599429934465
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,5.229113815047318
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,5.858684888096652
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,5.38457034109208
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,3.7047396384992295
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,5.391582491582492
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,4.756624213145952
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,4.594506876092554
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,5.41427316644708
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,4.637300541648368
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,4.914372195957873
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,4.897364953886693
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,4.532817518751022
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,4.92002290595641
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,5.060664617186356
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,4.230698287220026
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,4.666897448483126
