form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_53370,Outpatient high complexity procedures,6.966178733841183,20.0,5,15,9,6,40
aqf_demographic_data_38784,Demographic data,0.8309784020083103,7.0,3,4,2,2,6
