node_id,node_type,label,layer,base_queriability,upward_queriability,normalized_upward_queriability,raw_cartesian_queriability,cartesian_queriability,normalized_cartesian_queriability,queriability,normalized_queriability,field_id,canonical_path,record_family,form_group,nested_subgroup,kind,dv_type,operators,coverage,effective_diversity,local_utility,specificity,aqf_visual_weight,operator_count,weighted_operator_burden,depth
field:cf_1285e1e2c004f2,field,claim reason,4,0.39375,0.39375,0.01783141619574883,1.1505251979207078,0.5714261654994682,0.5714261654994682,0.5714261654994682,0.5714261654994682,cf_1285e1e2c004f2,Patient discharge / Components / claim reason,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient discharge,Components,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
field:cf_80f721f9446bd3,field,death indicator,4,0.39375,0.39375,0.01783141619574883,1.0748780053912792,0.5338548152708829,0.5338548152708829,0.5338548152708829,0.5338548152708829,cf_80f721f9446bd3,Patient discharge / Components / death indicator,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient discharge,Components,boolean,DV_BOOLEAN,equals;is_known;is_unknown,1.0,0.3,0.3,0.375,0.39375,3.0,2.0,3.0
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,canonical_group,Authorization for hospital admission,2,0.0,1.3208333333333333,0.059815438455580724,1.2576886387378559,0.6246505487450861,0.6246505487450861,0.6246505487450861,0.6246505487450861,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,canonical_subgroup,Components,3,0.0,1.3208333333333333,0.059815438455580724,1.1184779323541012,0.5555093945234263,0.5555093945234263,0.5555093945234263,0.5555093945234263,,,,,,,,,,,,,,,,
field:cf_ba8421601b1980,field,Issue date,4,0.9270833333333334,0.9270833333333334,0.0419840222598319,1.3768389964206704,0.6838284199743551,0.6838284199743551,0.6838284199743551,0.6838284199743551,cf_ba8421601b1980,Authorization for hospital admission / Components / Issue date,openEHR-EHR-COMPOSITION.hospitalisation.v1,Authorization for hospital admission,Components,temporal,DV_DATE,after;before;between;equals;is_known;is_unknown,1.0,0.8333333333333334,0.8333333333333334,0.375,0.9270833333333334,6.0,6.0,3.0
field:cf_ba09c313b94cba,field,ICU - Total,4,0.39375,0.39375,0.01783141619574883,1.0416611605789639,0.5173571546412888,0.5173571546412888,0.5173571546412888,0.5173571546412888,cf_ba09c313b94cba,Authorization for hospital admission / Components / ICU - Total,openEHR-EHR-COMPOSITION.hospitalisation.v1,Authorization for hospital admission,Components,numeric,DV_COUNT,<;>;between;equals;is_known;is_unknown,1.0,0.3,0.3,0.375,0.39375,6.0,6.0,3.0
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,canonical_group,Patient admission,2,0.0,3.308333333333333,0.1498216344912653,1.617326088015077,0.8032700600620865,0.8032700600620865,0.8032700600620865,0.8032700600620865,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,canonical_subgroup,Tree,3,0.0,2.08125,0.09425177132038666,1.5602597190977603,0.7749271637671304,0.7749271637671304,0.7749271637671304,0.7749271637671304,,,,,,,,,,,,,,,,
field:cf_3db72fcc22b158,field,Patient class,4,0.13541666666666666,0.13541666666666666,0.006132497633458592,1.0294429825036508,0.511288807194763,0.511288807194763,0.511288807194763,0.511288807194763,cf_3db72fcc22b158,Patient admission / Tree / Patient class,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient admission,Tree,null,NULL_FLAVOUR,equals;is_known;is_unknown,1.0,0.041666666666666664,0.041666666666666664,0.375,0.13541666666666666,3.0,2.0,3.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,canonical_subgroup,Tree / Assigned patient location / Facility,3,0.0,0.7395833333333334,0.033492871690427695,1.1243105789396701,0.5584062688197292,0.5584062688197292,0.5584062688197292,0.5584062688197292,,,,,,,,,,,,,,,,
field:cf_9449e602105d68,field,Universal ID,4,0.7395833333333334,0.7395833333333334,0.033492871690427695,1.2054085842536213,0.5986848496712894,0.5986848496712894,0.5986848496712894,0.5986848496712894,cf_9449e602105d68,Patient admission / Tree / Assigned patient location / Facility / Universal ID,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient admission,Tree / Assigned patient location / Facility,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.5833333333333334,0.5833333333333334,0.625,0.7395833333333334,6.0,5.5,5.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,canonical_subgroup,Tree / Assigned patient location / Address,3,0.0,0.4875,0.02207699148045093,1.0424008802453706,0.5177245478746428,0.5177245478746428,0.5177245478746428,0.5177245478746428,,,,,,,,,,,,,,,,
field:cf_1d8359b2d21168,field,State/province,4,0.4875,0.4875,0.02207699148045093,0.9733800087990855,0.4834442626785766,0.4834442626785766,0.4834442626785766,0.4834442626785766,cf_1d8359b2d21168,Patient admission / Tree / Assigned patient location / Address / State/province,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient admission,Tree / Assigned patient location / Address,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.75,0.4875,6.0,5.5,6.0
field:cf_10f7d6c8e1d5c5,field,Admission type,4,0.39375,0.39375,0.01783141619574883,1.2167566056844419,0.6043210203383368,0.6043210203383368,0.6043210203383368,0.6043210203383368,cf_10f7d6c8e1d5c5,Patient admission / Tree / Admission type,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient admission,Tree,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
field:cf_2a67f6f1c22886,field,Hospital service,4,0.59375,0.59375,0.02688864346977998,1.5078294797422038,0.7488868730500646,0.7488868730500646,0.7488868730500646,0.7488868730500646,cf_2a67f6f1c22886,Patient admission / Tree / Hospital service,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient admission,Tree,text,DV_TEXT,contains;equals;is_known;is_unknown,1.0,0.5,0.5,0.375,0.59375,4.0,3.25,3.0
field:cf_22f759c45e42f4,field,Admit date/time,4,0.9583333333333334,0.9583333333333334,0.04339921402139927,1.7166186481930727,0.8525852484887962,0.8525852484887962,0.8525852484887962,0.8525852484887962,cf_22f759c45e42f4,Patient admission / Tree / Admit date/time,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient admission,Tree,temporal,DV_DATE_TIME,after;before;between;equals;is_known;is_unknown,1.0,0.8333333333333334,0.8333333333333334,0.5,0.9583333333333334,6.0,6.0,4.0
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,canonical_group,Problem/Diagnosis,2,0.0,2.039855072463768,0.09237715498694815,1.3833699310985381,0.6870721098708006,0.6870721098708006,0.6870721098708006,0.6870721098708006,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,canonical_subgroup,structure,3,0.0,2.039855072463768,0.09237715498694815,1.4197199631940012,0.7051259165093967,0.7051259165093967,0.7051259165093967,0.7051259165093967,,,,,,,,,,,,,,,,
field:cf_2db2fd852fb674,field,Problem,4,0.9583333333333334,0.9583333333333334,0.04339921402139927,1.8046857203337003,0.8963251243568188,0.8963251243568188,0.8963251243568188,0.8963251243568188,cf_2db2fd852fb674,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.hospitalisation.v1,Problem/Diagnosis,structure,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.8333333333333334,0.8333333333333334,0.5,0.9583333333333334,6.0,5.5,4.0
field:cf_49398dcbba5447,field,Secondary Diagnosis,4,1.0815217391304348,1.0815217391304348,0.04897794096554889,1.8641517789496773,0.9258598637208116,0.9258598637208116,0.9258598637208116,0.9258598637208116,cf_49398dcbba5447,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.hospitalisation.v1,Problem/Diagnosis,structure,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.9565217391304348,0.9565217391304348,0.5,1.0815217391304348,6.0,5.5,4.0
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,canonical_group,Procedure undertaken,2,0.0,0.6770833333333334,0.030662488167292962,1.1451644582380611,0.5687636710781102,0.5687636710781102,0.5687636710781102,0.5687636710781102,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,canonical_subgroup,Procedure list,3,0.0,0.6770833333333334,0.030662488167292962,0.8487718208424901,0.4215556754815654,0.4215556754815654,0.4215556754815654,0.4215556754815654,,,,,,,,,,,,,,,,
field:cf_18704e514938d4,field,Procedure,4,0.6770833333333334,0.6770833333333334,0.030662488167292962,0.9953650939988103,0.494363495874479,0.494363495874479,0.494363495874479,0.494363495874479,cf_18704e514938d4,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.hospitalisation.v1,Procedure undertaken,Procedure list,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.5833333333333334,0.5833333333333334,0.375,0.6770833333333334,6.0,5.5,3.0
family:openEHR-EHR-COMPOSITION.demographic_data.v1,composition_family,openEHR-EHR-COMPOSITION.demographic_data.v1,1,0.0,2.644318181818182,0.11975095378790052,1.2075564693030054,0.5997516300598644,0.5997516300598644,0.5997516300598644,0.5997516300598644,,,,,,,,,,,,,,,,
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,canonical_group,Demographic data,2,0.0,2.644318181818182,0.11975095378790052,1.1334778421785603,0.5629593321426276,0.5629593321426276,0.5629593321426276,0.5629593321426276,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,canonical_subgroup,components,3,0.0,2.644318181818182,0.11975095378790052,1.481957042889395,0.7360369264259954,0.7360369264259954,0.7360369264259954,0.7360369264259954,,,,,,,,,,,,,,,,
field:cf_7f3b6795a0e812,field,birth date,4,1.09375,1.09375,0.049531711654857855,1.7334721791906054,0.8609558157831513,0.8609558157831513,0.8609558157831513,0.8609558157831513,cf_7f3b6795a0e812,Demographic data / components / birth date,openEHR-EHR-COMPOSITION.demographic_data.v1,Demographic data,components,temporal,DV_DATE,after;before;between;equals;is_known;is_unknown,1.0,1.0,1.0,0.375,1.09375,6.0,6.0,3.0
field:cf_e7551706658b4a,field,gender,4,0.39375,0.39375,0.01783141619574883,1.3223990446166773,0.6567899744317868,0.6567899744317868,0.6567899744317868,0.6567899744317868,cf_e7551706658b4a,Demographic data / components / gender,openEHR-EHR-COMPOSITION.demographic_data.v1,Demographic data,components,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
field:cf_19e1b0f55ef007,field,race,4,0.1846590909090909,0.1846590909090909,0.00836249677289808,1.020030425994991,0.5066139151689203,0.5066139151689203,0.5066139151689203,0.5066139151689203,cf_19e1b0f55ef007,Demographic data / components / race,openEHR-EHR-COMPOSITION.demographic_data.v1,Demographic data,components,null,NULL_FLAVOUR,equals;is_known;is_unknown,1.0,0.09090909090909091,0.09090909090909091,0.375,0.1846590909090909,3.0,2.0,3.0
field:cf_4122372d727029,field,ethnic group,4,0.1846590909090909,0.1846590909090909,0.00836249677289808,1.020030425994991,0.5066139151689203,0.5066139151689203,0.5066139151689203,0.5066139151689203,cf_4122372d727029,Demographic data / components / ethnic group,openEHR-EHR-COMPOSITION.demographic_data.v1,Demographic data,components,null,NULL_FLAVOUR,equals;is_known;is_unknown,1.0,0.09090909090909091,0.09090909090909091,0.375,0.1846590909090909,3.0,2.0,3.0
field:cf_7ab0248b87b82e,field,educational level,4,0.39375,0.39375,0.01783141619574883,1.1716391063407343,0.5819127152499363,0.5819127152499363,0.5819127152499363,0.5819127152499363,cf_7ab0248b87b82e,Demographic data / components / educational level,openEHR-EHR-COMPOSITION.demographic_data.v1,Demographic data,components,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
field:cf_eee397355aecbe,field,nationality,4,0.39375,0.39375,0.01783141619574883,1.171639106340734,0.5819127152499362,0.5819127152499362,0.5819127152499362,0.5819127152499362,cf_eee397355aecbe,Demographic data / components / nationality,openEHR-EHR-COMPOSITION.demographic_data.v1,Demographic data,components,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
