field_id,label,canonical_path,record_family,coverage,diversity,local_utility,neighborhood_reinforcement,final_queriability,neighbor_count,kind,dv_type,rank
cf_49398dcbba5447,Secondary Diagnosis,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.9565217391304348,0.9565217391304348,5.57944146531887,2.3513821054601522,50,coded,DV_CODED_TEXT,1
cf_7f3b6795a0e812,birth date,Demographic data / components / birth date,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,1.0,5.043206414138166,2.2608016035345413,50,temporal,DV_DATE,2
cf_2db2fd852fb674,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,5.699881125296573,2.2583036146574766,50,coded,DV_CODED_TEXT,3
cf_22f759c45e42f4,Admit date/time,Patient admission / Tree / Admit date/time,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,5.490464319276506,2.2059494131524597,50,temporal,DV_DATE_TIME,4
cf_79ed78f34fef6f,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.7916666666666666,0.7916666666666666,5.555688678250865,2.180588836229383,50,temporal,DV_DATE_TIME,5
cf_ba8421601b1980,Issue date,Authorization for hospital admission / Components / Issue date,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,5.299839319276506,2.15829316315246,50,temporal,DV_DATE,6
cf_9449e602105d68,Universal ID,Patient admission / Tree / Assigned patient location / Facility / Universal ID,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.5833333333333334,0.5833333333333334,5.619630985943172,1.9882410798191263,50,coded,DV_CODED_TEXT,7
cf_18704e514938d4,Procedure,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.5833333333333334,0.5833333333333334,5.58024797312266,1.9783953266139984,50,coded,DV_CODED_TEXT,8
cf_469c691048a0ce,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.3230769230769231,0.3230769230769231,5.899511308495945,1.7979547502009092,50,temporal,DV_DATE_TIME,9
cf_1285e1e2c004f2,claim reason,Patient discharge / Components / claim reason,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.2916666666666667,0.2916666666666667,5.993957909020096,1.7901561439216906,50,coded,DV_CODED_TEXT,10
cf_5cd62eaa6e16a8,issue date,HCPA / components / General data / issue date,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.38461538461538464,0.38461538461538464,5.526131130981152,1.7661481673606725,50,temporal,DV_DATE,11
cf_16800b2d3f5ef6,patient age,HCPA / components / General data / patient age,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.36538461538461536,0.36538461538461536,5.543919592519614,1.7513645135145188,50,numeric,DV_COUNT,12
cf_1d8359b2d21168,State/province,Patient admission / Tree / Assigned patient location / Address / State/province,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.2916666666666667,0.2916666666666667,5.838380985943172,1.7512619131524598,50,coded,DV_CODED_TEXT,13
cf_ba09c313b94cba,ICU - Total,Authorization for hospital admission / Components / ICU - Total,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.2916666666666667,0.2916666666666667,5.800880985943173,1.74188691315246,50,numeric,DV_COUNT,14
