method,category,query_count,strict_coverage,partial_coverage,failure_count,dominant_failure_reason
random_topk_30,diagnosis_oriented,10,0.6,0.7738095238095237,4,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_30,general_clinical,2,0.5,0.5,1,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_30,hospitalisation,20,0.4,0.6662698412698413,12,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_30,temporal,3,0.6666666666666666,0.8333333333333334,1,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_30,treatment_procedure,7,0.5714285714285714,0.7285714285714285,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,demographic,12,0.25,0.5432539682539682,9,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,diagnosis_oriented,11,0.2727272727272727,0.5259740259740259,8,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,general_clinical,5,0.4,0.6333333333333333,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,hospitalisation,11,0.6363636363636364,0.7626262626262627,4,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,temporal,7,0.0,0.3193877551020408,7,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_4,treatment_procedure,8,0.25,0.44107142857142856,6,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,demographic,12,0.08333333333333333,0.2384920634920635,11,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,diagnosis_oriented,11,0.7272727272727273,0.8679653679653679,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,general_clinical,6,0.16666666666666666,0.25,5,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,hospitalisation,11,0.5454545454545454,0.7161616161616161,5,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,temporal,7,0.0,0.15714285714285717,7,ABSENT_OR_PRUNED_OR_MATCH_FAILED
random_topk_5,treatment_procedure,7,0.5714285714285714,0.7642857142857142,3,ABSENT_OR_PRUNED_OR_MATCH_FAILED
