comparison,primary_claim,metric,aqf_value,baseline_value,absolute_delta,relative_delta_percent
aqf_full_vs_no_pruning,compactness relative to full canonical schema,strict_coverage,0.5185185185185185,0.9814814814814815,-0.462962962962963,-47.169811320754725
aqf_full_vs_no_pruning,compactness relative to full canonical schema,partial_coverage,0.6144032921810699,0.9814814814814815,-0.3670781893004116,-37.40041928721175
aqf_full_vs_no_pruning,compactness relative to full canonical schema,field_count,26.0,54.0,-28.0,-51.85185185185185
aqf_full_vs_no_pruning,compactness relative to full canonical schema,operator_count,156.0,285.0,-129.0,-45.26315789473684
aqf_full_vs_no_pruning,compactness relative to full canonical schema,final_complexity,32.0,60.0,-28.0,-46.666666666666664
aqf_full_vs_no_pruning,compactness relative to full canonical schema,weighted_operator_burden,147.0,262.25,-115.25,-43.94661582459485
aqf_full_vs_no_pruning,compactness relative to full canonical schema,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,strict_coverage,0.5185185185185185,0.5185185185185185,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,partial_coverage,0.6144032921810699,0.6144032921810699,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,field_count,26.0,26.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,operator_count,156.0,286.0,-130.0,-45.45454545454545
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,final_complexity,32.0,32.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,weighted_operator_burden,147.0,312.0,-165.0,-52.88461538461539
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,invalid_or_unwanted_operator_count,0.0,130.0,-130.0,-100.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,strict_coverage,0.5185185185185185,0.5925925925925926,-0.07407407407407407,-12.5
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,partial_coverage,0.6144032921810699,0.6598765432098765,-0.045473251028806616,-6.891175553476775
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,field_count,26.0,26.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,operator_count,156.0,137.0,19.0,13.86861313868613
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,final_complexity,32.0,32.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,weighted_operator_burden,147.0,124.0,23.0,18.548387096774192
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_flattened_topk,canonical structure/context preservation,strict_coverage,0.5185185185185185,0.5185185185185185,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,partial_coverage,0.6144032921810699,0.6144032921810699,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,field_count,26.0,26.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,operator_count,156.0,156.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,final_complexity,32.0,32.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,weighted_operator_burden,147.0,147.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
