method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,22,7,8,4,2.0,30.0,120,120,0,111.0,16.63143578119613
aqf_topk_no_threshold,22,7,8,4,2.0,30.0,120,120,0,111.0,16.63143578119613
frequency_only,22,7,7,4,2.0,30.0,117,117,0,107.0,16.61609954491076
flattened_topk,22,1,1,4,2.0,30.0,120,120,0,111.0,16.63143578119613
no_operator_awareness,22,7,8,4,2.0,30.0,242,120,122,264.0,16.63143578119613
no_pruning,35,7,12,6,2.0,47.0,187,187,0,172.5,19.94819559939007
random_topk_1,18,6,9,6,2.0,30.0,91,91,0,83.25,10.089469788663688
random_topk_2,18,6,9,6,2.0,30.0,94,94,0,86.25,9.499700455663325
random_topk_3,18,6,8,6,2.0,30.0,96,96,0,88.5,10.329772736043457
random_topk_4,18,7,11,6,2.0,30.0,93,93,0,86.0,8.86626452392958
random_topk_5,18,6,11,6,2.0,30.0,93,93,0,85.5,9.281202256533316
random_topk_6,18,7,11,6,2.0,30.0,93,93,0,84.5,9.816458293267047
random_topk_7,18,5,7,6,2.0,30.0,93,93,0,84.5,9.78545537787652
random_topk_8,18,5,10,6,2.0,30.0,93,93,0,84.5,9.79042261202534
random_topk_9,18,5,9,6,2.0,30.0,98,98,0,91.25,10.415229695840665
random_topk_10,18,7,10,6,2.0,30.0,95,95,0,88.75,10.930513904157932
random_topk_11,18,6,9,6,2.0,30.0,98,98,0,89.75,10.05297341767267
random_topk_12,18,7,10,6,2.0,30.0,96,96,0,88.0,9.005263251057512
random_topk_13,18,6,9,6,2.0,30.0,97,97,0,90.0,10.42358497991822
random_topk_14,18,7,9,6,2.0,30.0,104,104,0,98.0,11.907278595688181
random_topk_15,18,6,11,6,2.0,30.0,96,96,0,88.5,10.214535746145105
random_topk_16,22,7,8,4,2.0,30.0,113,113,0,103.5,13.043302747407134
random_topk_17,20,6,9,5,2.0,30.0,110,110,0,102.25,10.999117524268609
random_topk_18,18,7,8,6,2.0,30.0,97,97,0,88.0,10.88817437422439
random_topk_19,18,6,8,6,2.0,30.0,91,91,0,82.75,9.584906843688694
random_topk_20,22,6,8,4,2.0,30.0,118,118,0,108.75,12.493315163570918
random_topk_21,18,7,10,6,2.0,30.0,92,92,0,83.0,10.146016924637745
random_topk_22,18,6,9,6,2.0,30.0,91,91,0,82.75,9.996485897145176
random_topk_23,18,5,9,6,2.0,30.0,93,93,0,84.5,9.452330309504696
random_topk_24,18,7,11,6,2.0,30.0,91,91,0,83.75,10.4678515890489
random_topk_25,18,6,9,6,2.0,30.0,97,97,0,90.0,9.492537394404403
random_topk_26,18,6,9,6,2.0,30.0,93,93,0,84.0,10.362610909065394
random_topk_27,18,7,9,6,2.0,30.0,100,100,0,94.0,11.00497111240599
random_topk_28,18,6,10,6,2.0,30.0,100,100,0,93.0,10.652416859064582
random_topk_29,18,5,9,6,2.0,30.0,93,93,0,84.5,9.964900015277017
random_topk_30,18,7,11,6,2.0,30.0,103,103,0,96.25,10.150593347832148
