comparison,primary_claim,metric,aqf_value,baseline_value,absolute_delta,relative_delta_percent
aqf_full_vs_no_pruning,compactness relative to full canonical schema,strict_coverage,0.6904761904761905,0.9523809523809523,-0.26190476190476186,-27.499999999999996
aqf_full_vs_no_pruning,compactness relative to full canonical schema,partial_coverage,0.7341269841269841,0.9523809523809523,-0.21825396825396826,-22.916666666666668
aqf_full_vs_no_pruning,compactness relative to full canonical schema,field_count,22.0,35.0,-13.0,-37.142857142857146
aqf_full_vs_no_pruning,compactness relative to full canonical schema,operator_count,120.0,187.0,-67.0,-35.82887700534759
aqf_full_vs_no_pruning,compactness relative to full canonical schema,final_complexity,30.0,47.0,-17.0,-36.17021276595745
aqf_full_vs_no_pruning,compactness relative to full canonical schema,weighted_operator_burden,111.0,172.5,-61.5,-35.65217391304348
aqf_full_vs_no_pruning,compactness relative to full canonical schema,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,strict_coverage,0.6904761904761905,0.6904761904761905,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,partial_coverage,0.7341269841269841,0.7341269841269841,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,field_count,22.0,22.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,operator_count,120.0,242.0,-122.0,-50.413223140495866
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,final_complexity,30.0,30.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,weighted_operator_burden,111.0,264.0,-153.0,-57.95454545454546
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,invalid_or_unwanted_operator_count,0.0,122.0,-122.0,-100.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,strict_coverage,0.6904761904761905,0.6904761904761905,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,partial_coverage,0.7341269841269841,0.7634920634920636,-0.029365079365079483,-3.846153846153861
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,field_count,22.0,22.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,operator_count,120.0,117.0,3.0,2.564102564102564
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,final_complexity,30.0,30.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,weighted_operator_burden,111.0,107.0,4.0,3.7383177570093453
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_flattened_topk,canonical structure/context preservation,strict_coverage,0.6904761904761905,0.6904761904761905,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,partial_coverage,0.7341269841269841,0.7341269841269841,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,field_count,22.0,22.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,operator_count,120.0,120.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,final_complexity,30.0,30.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,weighted_operator_burden,111.0,111.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
