method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,pareto_optimal
aqf_full,22,7,8,4,2.0,30.0,120,120,0,111.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,True
aqf_topk_no_threshold,22,7,8,4,2.0,30.0,120,120,0,111.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,True
frequency_only,22,7,7,4,2.0,30.0,117,117,0,107.0,16.61609954491076,42,0.6904761904761905,0.7634920634920636,True
flattened_topk,22,1,1,4,2.0,30.0,120,120,0,111.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,True
no_operator_awareness,22,7,8,4,2.0,30.0,242,120,122,264.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,True
no_pruning,35,7,12,6,2.0,47.0,187,187,0,172.5,19.94819559939007,42,0.9523809523809523,0.9523809523809523,True
random_topk_1,18,6,9,6,2.0,30.0,91,91,0,83.25,10.089469788663688,42,0.35714285714285715,0.5146825396825397,False
random_topk_2,18,6,9,6,2.0,30.0,94,94,0,86.25,9.499700455663325,42,0.40476190476190477,0.6608276643990929,False
random_topk_3,18,6,8,6,2.0,30.0,96,96,0,88.5,10.329772736043457,42,0.19047619047619047,0.4511904761904762,False
random_topk_4,18,7,11,6,2.0,30.0,93,93,0,86.0,8.86626452392958,42,0.2857142857142857,0.4807823129251701,False
random_topk_5,18,6,11,6,2.0,30.0,93,93,0,85.5,9.281202256533316,42,0.35714285714285715,0.5687074829931973,False
random_topk_6,18,7,11,6,2.0,30.0,93,93,0,84.5,9.816458293267047,42,0.30952380952380953,0.4312925170068027,False
random_topk_7,18,5,7,6,2.0,30.0,93,93,0,84.5,9.78545537787652,42,0.30952380952380953,0.48560090702947845,False
random_topk_8,18,5,10,6,2.0,30.0,93,93,0,84.5,9.79042261202534,42,0.2857142857142857,0.5335034013605442,False
random_topk_9,18,5,9,6,2.0,30.0,98,98,0,91.25,10.415229695840665,42,0.4523809523809524,0.6110544217687075,False
random_topk_10,18,7,10,6,2.0,30.0,95,95,0,88.75,10.930513904157932,42,0.30952380952380953,0.4895124716553288,False
random_topk_11,18,6,9,6,2.0,30.0,98,98,0,89.75,10.05297341767267,42,0.21428571428571427,0.35453514739229025,False
random_topk_12,18,7,10,6,2.0,30.0,96,96,0,88.0,9.005263251057512,42,0.21428571428571427,0.398469387755102,False
random_topk_13,18,6,9,6,2.0,30.0,97,97,0,90.0,10.42358497991822,42,0.2619047619047619,0.4894557823129252,False
random_topk_14,18,7,9,6,2.0,30.0,104,104,0,98.0,11.907278595688181,42,0.47619047619047616,0.5829931972789115,False
random_topk_15,18,6,11,6,2.0,30.0,96,96,0,88.5,10.214535746145105,42,0.23809523809523808,0.4850907029478458,False
random_topk_16,22,7,8,4,2.0,30.0,113,113,0,103.5,13.043302747407134,42,0.5476190476190477,0.7336734693877551,False
random_topk_17,20,6,9,5,2.0,30.0,110,110,0,102.25,10.999117524268609,42,0.38095238095238093,0.5441043083900227,False
random_topk_18,18,7,8,6,2.0,30.0,97,97,0,88.0,10.88817437422439,42,0.35714285714285715,0.5434807256235827,False
random_topk_19,18,6,8,6,2.0,30.0,91,91,0,82.75,9.584906843688694,42,0.30952380952380953,0.5358843537414966,False
random_topk_20,22,6,8,4,2.0,30.0,118,118,0,108.75,12.493315163570918,42,0.6666666666666666,0.7380952380952381,False
random_topk_21,18,7,10,6,2.0,30.0,92,92,0,83.0,10.146016924637745,42,0.2619047619047619,0.4950113378684807,False
random_topk_22,18,6,9,6,2.0,30.0,91,91,0,82.75,9.996485897145176,42,0.3333333333333333,0.6055555555555555,False
random_topk_23,18,5,9,6,2.0,30.0,93,93,0,84.5,9.452330309504696,42,0.19047619047619047,0.4050453514739229,False
random_topk_24,18,7,11,6,2.0,30.0,91,91,0,83.75,10.4678515890489,42,0.35714285714285715,0.4793083900226757,False
random_topk_25,18,6,9,6,2.0,30.0,97,97,0,90.0,9.492537394404403,42,0.19047619047619047,0.39852607709750565,False
random_topk_26,18,6,9,6,2.0,30.0,93,93,0,84.0,10.362610909065394,42,0.2619047619047619,0.46082766439909295,False
random_topk_27,18,7,9,6,2.0,30.0,100,100,0,94.0,11.00497111240599,42,0.21428571428571427,0.401984126984127,False
random_topk_28,18,6,10,6,2.0,30.0,100,100,0,93.0,10.652416859064582,42,0.47619047619047616,0.65640589569161,False
random_topk_29,18,5,9,6,2.0,30.0,93,93,0,84.5,9.964900015277017,42,0.2619047619047619,0.4528344671201814,False
random_topk_30,18,7,11,6,2.0,30.0,103,103,0,96.25,10.150593347832148,42,0.38095238095238093,0.5579931972789116,False
