form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_34253,Outpatient high complexity procedures,11.1113867843952,20.0,5,15,9,6,40
aqf_demographic_data_32039,Demographic data,0.650623268698061,5.0,3,2,1,1,3
