method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,27,7,11,6,0.5,30.0,148,148,0,136.75,18.370995388509833
aqf_topk_no_threshold,27,7,11,6,0.5,30.0,148,148,0,136.75,18.370995388509833
frequency_only,27,7,11,6,0.5,30.0,143,143,0,130.5,18.246194131648334
flattened_topk,27,1,1,6,0.5,30.0,148,148,0,136.75,18.370995388509833
no_operator_awareness,27,7,11,6,0.5,30.0,297,148,149,324.0,18.370995388509833
no_pruning,35,7,12,6,0.5,38.0,187,187,0,172.5,19.94819559939007
random_topk_1,27,7,11,6,0.5,30.0,141,141,0,130.25,14.979852894133467
random_topk_2,27,6,11,6,0.5,30.0,142,142,0,130.0,14.408074700463636
random_topk_3,27,7,11,6,0.5,30.0,148,148,0,137.75,15.690905687866
random_topk_4,27,7,12,6,0.5,30.0,143,143,0,132.0,15.175972602154284
random_topk_5,27,6,11,6,0.5,30.0,139,139,0,126.5,14.841994683981044
random_topk_6,27,7,12,6,0.5,30.0,141,141,0,129.25,13.663511436553021
random_topk_7,27,7,10,6,0.5,30.0,147,147,0,136.0,16.191867910260445
random_topk_8,27,7,12,6,0.5,30.0,141,141,0,129.25,14.686790388173357
random_topk_9,27,6,10,6,0.5,30.0,147,147,0,137.0,15.277758954197337
random_topk_10,27,7,11,6,0.5,30.0,143,143,0,132.5,15.875993444597215
random_topk_11,27,7,12,6,0.5,30.0,148,148,0,138.75,16.202059603327008
random_topk_12,27,7,12,6,0.5,30.0,146,146,0,135.5,13.987542183222775
random_topk_13,27,7,10,6,0.5,30.0,145,145,0,134.75,16.147242402873736
random_topk_14,27,7,10,6,0.5,30.0,147,147,0,136.5,16.563677448923258
random_topk_15,27,7,12,6,0.5,30.0,146,146,0,135.0,15.29857405477847
random_topk_16,27,7,11,6,0.5,30.0,141,141,0,130.25,15.231799463486496
random_topk_17,27,7,10,5,0.5,29.5,148,148,0,137.75,15.669383886543118
random_topk_18,27,7,11,6,0.5,30.0,141,141,0,128.25,14.158262186769338
random_topk_19,27,6,10,6,0.5,30.0,143,143,0,132.0,15.81063733224385
random_topk_20,27,6,11,6,0.5,30.0,146,146,0,135.0,15.205022110212031
random_topk_21,27,7,11,6,0.5,30.0,142,142,0,130.0,15.042566009308455
random_topk_22,27,7,10,6,0.5,30.0,141,141,0,129.75,16.405746253542976
random_topk_23,27,5,10,6,0.5,30.0,143,143,0,131.5,13.577698780613435
random_topk_24,27,7,12,6,0.5,30.0,143,143,0,131.5,14.90787750256823
random_topk_25,27,6,10,6,0.5,30.0,145,145,0,133.75,15.454884961515633
random_topk_26,27,7,12,6,0.5,30.0,143,143,0,131.5,14.522949424145787
random_topk_27,27,7,11,6,0.5,30.0,149,149,0,139.25,14.527524941563021
random_topk_28,27,7,12,6,0.5,30.0,152,152,0,142.25,15.33982309916761
random_topk_29,27,7,12,6,0.5,30.0,139,139,0,127.0,14.228937029031753
random_topk_30,27,7,12,6,0.5,30.0,145,145,0,132.75,14.531069735592801
