method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage
aqf_full,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671
aqf_topk_no_threshold,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671
frequency_only,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671
flattened_topk,22,1,1,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671
no_operator_awareness,22,7,8,5,1.5,29.5,242,120,122,264.0,60.42896327743349,42,0.6666666666666666,0.7385487528344671
no_pruning,35,7,12,6,1.5,44.0,187,187,0,172.5,70.62250253474086,42,0.9523809523809523,0.9523809523809523
random_topk_1,21,7,11,6,1.5,30.0,109,109,0,100.75,43.17524338774694,42,0.38095238095238093,0.5361111111111111
random_topk_2,21,6,10,6,1.5,30.0,112,112,0,102.75,43.05057186751797,42,0.5238095238095238,0.715249433106576
random_topk_3,21,6,9,6,1.5,30.0,114,114,0,105.5,42.8875034644382,42,0.30952380952380953,0.5531179138321995
random_topk_4,21,7,11,6,1.5,30.0,111,111,0,103.0,39.00469521076701,42,0.38095238095238093,0.5963151927437641
random_topk_5,21,6,11,6,1.5,30.0,107,107,0,97.5,38.73754931143394,42,0.42857142857142855,0.6366213151927438
random_topk_6,21,7,11,6,1.5,30.0,111,111,0,102.0,44.66051138456651,42,0.35714285714285715,0.5345238095238095
random_topk_7,21,6,8,6,1.5,30.0,111,111,0,101.5,45.445686044876155,42,0.3333333333333333,0.5213151927437641
random_topk_8,21,6,11,6,1.5,30.0,109,109,0,99.75,38.144085306986696,42,0.30952380952380953,0.5539115646258503
random_topk_9,21,5,9,6,1.5,30.0,113,113,0,105.25,40.85851744689483,42,0.6428571428571429,0.7348072562358277
random_topk_10,21,7,10,6,1.5,30.0,113,113,0,105.25,43.28830664001641,42,0.35714285714285715,0.5311791383219955
random_topk_11,21,6,9,6,1.5,30.0,112,112,0,102.75,44.360610924374306,42,0.2619047619047619,0.3981859410430839
random_topk_12,21,7,10,6,1.5,30.0,112,112,0,102.75,40.4747194881466,42,0.35714285714285715,0.573015873015873
random_topk_13,21,6,9,6,1.5,30.0,115,115,0,107.5,42.931015261388474,42,0.4523809523809524,0.6350340136054422
random_topk_14,21,7,9,6,1.5,30.0,118,118,0,110.0,47.27262782860017,42,0.5,0.6385487528344671
random_topk_15,21,7,12,6,1.5,30.0,114,114,0,106.0,41.34510886708007,42,0.30952380952380953,0.5712585034013605
random_topk_16,24,7,9,4,1.5,30.0,125,125,0,115.5,48.737567650232236,42,0.5476190476190477,0.7479591836734694
random_topk_17,22,6,9,5,1.5,29.5,122,122,0,113.75,42.4230136769163,42,0.42857142857142855,0.5770975056689343
random_topk_18,21,7,9,6,1.5,30.0,111,111,0,100.5,46.30106301242988,42,0.40476190476190477,0.5854308390022676
random_topk_19,21,6,9,6,1.5,30.0,107,107,0,97.5,42.85546271339584,42,0.5476190476190477,0.7223922902494332
random_topk_20,21,6,9,6,1.5,30.0,114,114,0,106.0,40.816214192698986,42,0.6666666666666666,0.7482993197278911
random_topk_21,21,7,10,6,1.5,30.0,108,108,0,97.75,42.706097825847756,42,0.35714285714285715,0.5982426303854875
random_topk_22,21,6,9,6,1.5,30.0,107,107,0,97.5,41.046044735824026,42,0.5476190476190477,0.7159863945578232
random_topk_23,21,5,9,6,1.5,30.0,111,111,0,101.5,40.67669873883287,42,0.2619047619047619,0.482766439909297
random_topk_24,21,7,11,6,1.5,30.0,107,107,0,98.0,42.30464258638929,42,0.5,0.6691043083900227
random_topk_25,21,6,9,6,1.5,30.0,115,115,0,107.0,43.60247659889603,42,0.2619047619047619,0.5290249433106575
random_topk_26,21,6,10,6,1.5,30.0,111,111,0,101.5,42.101715570660346,42,0.2619047619047619,0.4751133786848073
random_topk_27,21,7,9,6,1.5,30.0,116,116,0,108.25,44.24920667953253,42,0.47619047619047616,0.6346938775510205
random_topk_28,21,6,10,6,1.5,30.0,118,118,0,110.0,45.44436174443752,42,0.5476190476190477,0.7064058956916099
random_topk_29,21,5,10,6,1.5,30.0,109,109,0,98.75,41.944241984111265,42,0.47619047619047616,0.5894557823129252
random_topk_30,21,7,12,6,1.5,30.0,119,119,0,111.0,39.55692932290924,42,0.40476190476190477,0.5801020408163265
