method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349
aqf_topk_no_threshold,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349
frequency_only,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349
flattened_topk,22,1,1,5,1.5,29.5,120,120,0,110.5,60.42896327743349
no_operator_awareness,22,7,8,5,1.5,29.5,242,120,122,264.0,60.42896327743349
no_pruning,35,7,12,6,1.5,44.0,187,187,0,172.5,70.62250253474086
random_topk_1,21,7,11,6,1.5,30.0,109,109,0,100.75,43.17524338774694
random_topk_2,21,6,10,6,1.5,30.0,112,112,0,102.75,43.05057186751797
random_topk_3,21,6,9,6,1.5,30.0,114,114,0,105.5,42.8875034644382
random_topk_4,21,7,11,6,1.5,30.0,111,111,0,103.0,39.00469521076701
random_topk_5,21,6,11,6,1.5,30.0,107,107,0,97.5,38.73754931143394
random_topk_6,21,7,11,6,1.5,30.0,111,111,0,102.0,44.66051138456651
random_topk_7,21,6,8,6,1.5,30.0,111,111,0,101.5,45.445686044876155
random_topk_8,21,6,11,6,1.5,30.0,109,109,0,99.75,38.144085306986696
random_topk_9,21,5,9,6,1.5,30.0,113,113,0,105.25,40.85851744689483
random_topk_10,21,7,10,6,1.5,30.0,113,113,0,105.25,43.28830664001641
random_topk_11,21,6,9,6,1.5,30.0,112,112,0,102.75,44.360610924374306
random_topk_12,21,7,10,6,1.5,30.0,112,112,0,102.75,40.4747194881466
random_topk_13,21,6,9,6,1.5,30.0,115,115,0,107.5,42.931015261388474
random_topk_14,21,7,9,6,1.5,30.0,118,118,0,110.0,47.27262782860017
random_topk_15,21,7,12,6,1.5,30.0,114,114,0,106.0,41.34510886708007
random_topk_16,24,7,9,4,1.5,30.0,125,125,0,115.5,48.737567650232236
random_topk_17,22,6,9,5,1.5,29.5,122,122,0,113.75,42.4230136769163
random_topk_18,21,7,9,6,1.5,30.0,111,111,0,100.5,46.30106301242988
random_topk_19,21,6,9,6,1.5,30.0,107,107,0,97.5,42.85546271339584
random_topk_20,21,6,9,6,1.5,30.0,114,114,0,106.0,40.816214192698986
random_topk_21,21,7,10,6,1.5,30.0,108,108,0,97.75,42.706097825847756
random_topk_22,21,6,9,6,1.5,30.0,107,107,0,97.5,41.046044735824026
random_topk_23,21,5,9,6,1.5,30.0,111,111,0,101.5,40.67669873883287
random_topk_24,21,7,11,6,1.5,30.0,107,107,0,98.0,42.30464258638929
random_topk_25,21,6,9,6,1.5,30.0,115,115,0,107.0,43.60247659889603
random_topk_26,21,6,10,6,1.5,30.0,111,111,0,101.5,42.101715570660346
random_topk_27,21,7,9,6,1.5,30.0,116,116,0,108.25,44.24920667953253
random_topk_28,21,6,10,6,1.5,30.0,118,118,0,110.0,45.44436174443752
random_topk_29,21,5,10,6,1.5,30.0,109,109,0,98.75,41.944241984111265
random_topk_30,21,7,12,6,1.5,30.0,119,119,0,111.0,39.55692932290924
