form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_99849,Outpatient high complexity procedures,5.9518056325023085,16.0,5,11,6,5,20
aqf_demographic_data_19454,Demographic data,0.7956133137119114,7.0,3,4,2,2,6
