field_id,label,canonical_path,record_family,coverage,diversity,local_utility,neighborhood_reinforcement,final_queriability,neighbor_count,kind,dv_type,rank
cf_7f3b6795a0e812,birth date,Demographic data / components / birth date,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,1.0,8.706862454539607,3.1767156136349017,50,temporal,DV_DATE,1
cf_49398dcbba5447,Secondary Diagnosis,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.9565217391304348,0.9565217391304348,8.8488920734714,3.1687447574982848,50,coded,DV_CODED_TEXT,2
cf_2db2fd852fb674,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,8.971530730104623,3.0762160158594893,50,coded,DV_CODED_TEXT,3
cf_22f759c45e42f4,Admit date/time,Patient admission / Tree / Admit date/time,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,8.929647368900609,3.0657451755584857,50,temporal,DV_DATE_TIME,4
cf_ba8421601b1980,Issue date,Authorization for hospital admission / Components / Issue date,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,8.89152236890061,3.056213925558486,50,temporal,DV_DATE,5
cf_79ed78f34fef6f,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.7916666666666666,0.7916666666666666,8.976025574028814,3.03567306017387,50,temporal,DV_DATE_TIME,6
cf_9449e602105d68,Universal ID,Patient admission / Tree / Assigned patient location / Facility / Universal ID,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.5833333333333334,0.5833333333333334,9.155480702233943,2.872203508891819,50,coded,DV_CODED_TEXT,7
cf_18704e514938d4,Procedure,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.5833333333333334,0.5833333333333334,9.14760409966984,2.8702343582507934,50,coded,DV_CODED_TEXT,8
cf_5cd62eaa6e16a8,issue date,HCPA / components / General data / issue date,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.38461538461538464,0.38461538461538464,9.295294661221815,2.7084390499208384,50,temporal,DV_DATE,9
cf_16800b2d3f5ef6,patient age,HCPA / components / General data / patient age,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.36538461538461536,0.36538461538461536,9.314236968914122,2.693943857613146,50,numeric,DV_COUNT,10
cf_469c691048a0ce,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.3230769230769231,0.3230769230769231,9.419611968914122,2.6779799153054538,50,temporal,DV_DATE_TIME,11
cf_1285e1e2c004f2,claim reason,Patient discharge / Components / claim reason,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.2916666666666667,0.2916666666666667,9.463679420182661,2.657586521712332,50,coded,DV_CODED_TEXT,12
cf_1d8359b2d21168,State/province,Patient admission / Tree / Assigned patient location / Address / State/province,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.2916666666666667,0.2916666666666667,9.432564035567276,2.6498076755584856,50,coded,DV_CODED_TEXT,13
cf_ba09c313b94cba,ICU - Total,Authorization for hospital admission / Components / ICU - Total,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.2916666666666667,0.2916666666666667,9.425064035567276,2.6479326755584855,50,numeric,DV_COUNT,14
cf_2a67f6f1c22886,Hospital service,Patient admission / Tree / Hospital service,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.16666666666666666,0.16666666666666666,9.586314035567275,2.5632451755584853,50,text,DV_TEXT,15
cf_e7551706658b4a,gender,Demographic data / components / gender,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,0.18181818181818182,0.18181818181818182,9.512771545448699,2.5600110681803563,50,coded,DV_CODED_TEXT,16
cf_10f7d6c8e1d5c5,Admission type,Patient admission / Tree / Admission type,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.125,0.125,9.627355702233942,2.5318389255584854,50,coded,DV_CODED_TEXT,17
cf_bd9db9ae67063d,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.10576923076923077,0.10576923076923077,9.679252855201748,2.5255824445696677,50,coded,DV_CODED_TEXT,18
cf_b87e8363f020f7,healthcare unit,HCPA / components / General data / healthcare unit,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.1346153846153846,0.1346153846153846,9.541544661221815,2.5200015499208384,50,coded,DV_CODED_TEXT,19
