operator_aware_form_id,canonical_form_id,form_group,input_field_count,output_field_count,relationship_count,operator_form_utility,max_depth
oaf_cf_outpatient_high_complexity_procedures_61314,cf_outpatient_high_complexity_procedures_61314,Outpatient high complexity procedures,12,12,300,10.224259129732225,5
oaf_cf_demographic_data_90460,cf_demographic_data_90460,Demographic data,1,1,3,0.6111495844875346,3
