form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_61773,Outpatient high complexity procedures,13.263181538550326,24.0,5,19,11,8,40
aqf_demographic_data_58194,Demographic data,0.650623268698061,5.0,3,2,1,1,3
