canonical_form_id,source_tree_id,form_group,root_canonical_id,form_queriability,element_count,subgroup_count,max_depth,input_field_count,output_field_count,relationship_count
cf_outpatient_high_complexity_procedures_12201,ct_outpatient_high_complexity_procedures_92039,Outpatient high complexity procedures,form_group_outpatient_high_complexity_procedures_19477398,9.522775277008309,29,20,5,29,29,417
cf_demographic_data_51350,ct_demographic_data_87897,Demographic data,form_group_demographic_data_94085488,0.3031509695290859,1,2,3,1,1,3
