method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,30,7,11,6,0.0,30.0,163,163,0,150.25,37.317660773055294
aqf_topk_no_threshold,30,7,11,6,0.0,30.0,163,163,0,150.25,37.317660773055294
frequency_only,30,7,11,6,0.0,30.0,157,157,0,142.5,37.103669003507974
flattened_topk,30,1,1,6,0.0,30.0,163,163,0,150.25,37.317660773055294
no_operator_awareness,30,7,11,6,0.0,30.0,330,163,167,360.0,37.317660773055294
no_pruning,35,7,12,6,0.0,35.0,187,187,0,172.5,38.95106070014661
random_topk_1,30,7,11,6,0.0,30.0,157,157,0,145.0,33.41480566933584
random_topk_2,30,7,12,6,0.0,30.0,160,160,0,148.0,32.85687667461135
random_topk_3,30,7,11,6,0.0,30.0,162,162,0,150.25,34.51227179757539
random_topk_4,30,7,12,6,0.0,30.0,161,161,0,149.0,33.633920198798954
random_topk_5,30,6,11,6,0.0,30.0,157,157,0,143.0,32.93234186613698
random_topk_6,30,7,12,6,0.0,30.0,159,159,0,145.75,32.52316693345632
random_topk_7,30,7,11,6,0.0,30.0,163,163,0,150.75,34.36197021205073
random_topk_8,30,7,12,6,0.0,30.0,157,157,0,143.5,32.14760136491689
random_topk_9,30,7,11,6,0.0,30.0,163,163,0,151.25,33.58787425101956
random_topk_10,30,7,11,6,0.0,30.0,161,161,0,149.0,33.57922360066198
random_topk_11,30,7,12,6,0.0,30.0,163,163,0,151.75,33.72098651412614
random_topk_12,30,7,12,6,0.0,30.0,161,161,0,149.0,31.661601665992116
random_topk_13,30,7,12,6,0.0,30.0,161,161,0,149.0,33.77242684334424
random_topk_14,30,7,10,6,0.0,30.0,163,163,0,150.75,35.83023003391242
random_topk_15,30,7,12,6,0.0,30.0,161,161,0,148.0,33.41046584853301
random_topk_16,30,7,12,6,0.0,30.0,159,159,0,146.75,32.500488386118775
random_topk_17,30,7,11,6,0.0,30.0,159,159,0,146.75,32.92590999509158
random_topk_18,30,7,11,6,0.0,30.0,157,157,0,143.0,32.31632082085099
random_topk_19,30,7,12,6,0.0,30.0,161,161,0,149.5,33.70210201698077
random_topk_20,30,7,12,6,0.0,30.0,164,164,0,152.5,34.405618848329844
random_topk_21,30,7,11,6,0.0,30.0,160,160,0,147.5,32.23026527629872
random_topk_22,30,7,11,6,0.0,30.0,157,157,0,144.5,34.49398548013685
random_topk_23,30,5,10,6,0.0,30.0,157,157,0,144.0,31.239036444454648
random_topk_24,30,7,12,6,0.0,30.0,161,161,0,148.5,34.621455835868076
random_topk_25,30,6,10,6,0.0,30.0,163,163,0,150.75,34.27189920422373
random_topk_26,30,7,12,6,0.0,30.0,157,157,0,143.5,32.44466816981026
random_topk_27,30,7,11,6,0.0,30.0,161,161,0,149.0,32.50399017965324
random_topk_28,30,7,12,6,0.0,30.0,161,161,0,148.5,32.04870377386954
random_topk_29,30,7,12,6,0.0,30.0,157,157,0,143.5,32.70330974644937
random_topk_30,30,7,12,6,0.0,30.0,161,161,0,148.0,31.845803189930308
