canonical_form_id,source_tree_id,form_group,root_canonical_id,form_queriability,element_count,subgroup_count,max_depth,input_field_count,output_field_count,relationship_count
cf_outpatient_high_complexity_procedures_794,ct_outpatient_high_complexity_procedures_13305,Outpatient high complexity procedures,form_group_outpatient_high_complexity_procedures_82607973,7.1335546514312105,19,19,5,19,19,270
cf_demographic_data_69864,ct_demographic_data_11452,Demographic data,form_group_demographic_data_82406358,0.3073926592797784,1,2,3,1,1,3
