operator_aware_form_id,canonical_form_id,form_group,input_field_count,output_field_count,relationship_count,operator_form_utility,max_depth
oaf_cf_outpatient_high_complexity_procedures_21159,cf_outpatient_high_complexity_procedures_21159,Outpatient high complexity procedures,12,12,417,10.806086853647274,5
oaf_cf_demographic_data_26107,cf_demographic_data_26107,Demographic data,1,1,3,0.6063019390581718,3
