form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_58362,Outpatient high complexity procedures,14.00998253693444,24.0,5,19,11,8,40
aqf_demographic_data_97484,Demographic data,0.6433518005540166,5.0,3,2,1,1,3
