method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,27,7,11,6,0.5,30.0,145,145,0,133.25,65.62278326187581
aqf_topk_no_threshold,27,7,11,6,0.5,30.0,145,145,0,133.25,65.62278326187581
frequency_only,27,7,11,6,0.5,30.0,143,143,0,130.5,65.51990260343959
flattened_topk,27,1,1,6,0.5,30.0,145,145,0,133.25,65.62278326187581
no_operator_awareness,27,7,11,6,0.5,30.0,297,145,152,324.0,65.62278326187581
no_pruning,35,7,12,6,0.5,38.0,187,187,0,172.5,70.62250253474086
random_topk_1,27,7,11,6,0.5,30.0,141,141,0,130.25,51.999497835862336
random_topk_2,27,6,11,6,0.5,30.0,142,142,0,130.0,54.094011329869055
random_topk_3,27,7,11,6,0.5,30.0,148,148,0,137.75,53.47073311180065
random_topk_4,27,7,12,6,0.5,30.0,143,143,0,132.0,52.02035402491972
random_topk_5,27,6,11,6,0.5,30.0,139,139,0,126.5,53.818874020110165
random_topk_6,27,7,12,6,0.5,30.0,141,141,0,129.25,51.64996738883259
random_topk_7,27,7,10,6,0.5,30.0,147,147,0,136.0,58.62604927427794
random_topk_8,27,7,12,6,0.5,30.0,141,141,0,129.25,52.76636214693428
random_topk_9,27,6,10,6,0.5,30.0,147,147,0,137.0,53.18277722123511
random_topk_10,27,7,11,6,0.5,30.0,143,143,0,132.5,53.938259437544275
random_topk_11,27,7,12,6,0.5,30.0,148,148,0,138.75,55.69706336836203
random_topk_12,27,7,12,6,0.5,30.0,146,146,0,135.5,50.991333243393484
random_topk_13,27,7,10,6,0.5,30.0,145,145,0,134.75,55.67160860603126
random_topk_14,27,7,10,6,0.5,30.0,147,147,0,136.5,56.878362960857984
random_topk_15,27,7,12,6,0.5,30.0,146,146,0,135.0,54.175741613029665
random_topk_16,27,7,11,6,0.5,30.0,141,141,0,130.25,51.716850357638464
random_topk_17,27,7,10,5,0.5,29.5,148,148,0,137.75,54.5254136674758
random_topk_18,27,7,11,6,0.5,30.0,141,141,0,128.25,53.453833861331255
random_topk_19,27,6,10,6,0.5,30.0,143,143,0,132.0,55.928080527417464
random_topk_20,27,6,11,6,0.5,30.0,146,146,0,135.0,54.11645881632147
random_topk_21,27,7,11,6,0.5,30.0,142,142,0,130.0,55.05058354056175
random_topk_22,27,7,10,6,0.5,30.0,141,141,0,129.75,57.72477783741874
random_topk_23,27,5,10,6,0.5,30.0,143,143,0,131.5,48.154106551288514
random_topk_24,27,7,12,6,0.5,30.0,143,143,0,131.5,53.40041724752817
random_topk_25,27,6,10,6,0.5,30.0,145,145,0,133.75,55.77250707957348
random_topk_26,27,7,12,6,0.5,30.0,143,143,0,131.5,53.23095179319959
random_topk_27,27,7,11,6,0.5,30.0,149,149,0,139.25,51.327903454359834
random_topk_28,27,7,12,6,0.5,30.0,152,152,0,142.25,53.72878818177672
random_topk_29,27,7,12,6,0.5,30.0,139,139,0,127.0,51.49422315096275
random_topk_30,27,7,12,6,0.5,30.0,145,145,0,132.75,52.20998110625372
