method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,combo_id,complexity_budget,theta,lambda_sc,mu
aqf_full,30,7,11,6,0.0,30.0,163,163,0,150.25,67.65199897685453,42,0.8809523809523809,0.8809523809523809,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
aqf_topk_no_threshold,30,7,11,6,0.0,30.0,163,163,0,150.25,67.65199897685453,42,0.8809523809523809,0.8809523809523809,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
frequency_only,30,7,11,6,0.0,30.0,157,157,0,142.5,67.44623765998209,42,0.8809523809523809,0.9068027210884354,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
flattened_topk,30,1,1,6,0.0,30.0,163,163,0,150.25,67.65199897685453,42,0.8809523809523809,0.8809523809523809,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
no_operator_awareness,30,7,11,6,0.0,30.0,330,163,167,360.0,67.65199897685453,42,0.8809523809523809,0.8809523809523809,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
no_pruning,35,7,12,6,0.0,35.0,187,187,0,172.5,70.62250253474086,42,0.9523809523809524,0.9523809523809524,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_1,30,7,11,6,0.0,30.0,157,157,0,145.0,60.21578079108154,42,0.5714285714285714,0.7649659863945578,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_2,30,7,12,6,0.0,30.0,160,160,0,148.0,59.87857892811478,42,0.7857142857142857,0.8524943310657596,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_3,30,7,11,6,0.0,30.0,162,162,0,150.25,62.16916715384083,42,0.7142857142857143,0.8082766439909298,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_4,30,7,12,6,0.0,30.0,161,161,0,149.0,60.71037055854239,42,0.7619047619047619,0.8638321995464852,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_5,30,6,11,6,0.0,30.0,157,157,0,143.0,60.26698207805056,42,0.7857142857142857,0.873639455782313,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_6,30,7,12,6,0.0,30.0,159,159,0,145.75,60.32227055691582,42,0.6428571428571429,0.7827097505668935,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_7,30,7,11,6,0.0,30.0,163,163,0,150.75,62.70358081780834,42,0.7619047619047619,0.819047619047619,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_8,30,7,12,6,0.0,30.0,157,157,0,143.5,58.608176456874006,42,0.7142857142857143,0.8341836734693877,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_9,30,7,11,6,0.0,30.0,163,163,0,151.25,61.09814983850695,42,0.8571428571428571,0.8944444444444445,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_10,30,7,11,6,0.0,30.0,161,161,0,149.0,60.35694281388607,42,0.7380952380952381,0.8252834467120183,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_11,30,7,12,6,0.0,30.0,163,163,0,151.75,60.76841476876051,42,0.5,0.7093537414965987,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_12,30,7,12,6,0.0,30.0,161,161,0,149.0,57.584998607846,42,0.6904761904761905,0.7658730158730158,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_13,30,7,12,6,0.0,30.0,161,161,0,149.0,60.83425839015969,42,0.6428571428571429,0.7869614512471654,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_14,30,7,10,6,0.0,30.0,163,163,0,150.75,64.82528564671692,42,0.8095238095238095,0.8733560090702949,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_15,30,7,12,6,0.0,30.0,161,161,0,148.0,60.94535323555405,42,0.7619047619047619,0.849092970521542,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_16,30,7,12,6,0.0,30.0,159,159,0,146.75,58.55710669895571,42,0.6666666666666666,0.8290249433106576,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_17,30,7,11,6,0.0,30.0,159,159,0,146.75,59.5833122357419,42,0.6666666666666666,0.8038548752834467,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_18,30,7,11,6,0.0,30.0,157,157,0,143.0,59.4834575587583,42,0.5952380952380952,0.7232993197278912,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_19,30,7,12,6,0.0,30.0,161,161,0,149.5,60.75582510399693,42,0.8333333333333334,0.9047619047619048,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_20,30,7,12,6,0.0,30.0,164,164,0,152.5,62.059564959053446,42,0.7619047619047619,0.8463718820861679,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_21,30,7,11,6,0.0,30.0,160,160,0,147.5,59.14387465000802,42,0.6666666666666666,0.7934807256235827,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_22,30,7,11,6,0.0,30.0,157,157,0,144.5,62.43050112121818,42,0.7857142857142857,0.8679138321995464,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_23,30,5,10,6,0.0,30.0,157,157,0,144.0,56.527641034129616,42,0.5714285714285714,0.7498866213151927,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_24,30,7,12,6,0.0,30.0,161,161,0,148.5,62.515481358372334,42,0.7857142857142857,0.8655328798185942,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_25,30,6,10,6,0.0,30.0,163,163,0,150.75,62.686837494964806,42,0.7380952380952381,0.8437074829931972,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_26,30,7,12,6,0.0,30.0,157,157,0,143.5,59.602310066660735,42,0.5952380952380952,0.7735260770975058,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_27,30,7,11,6,0.0,30.0,161,161,0,149.0,59.29334465873729,42,0.7142857142857143,0.8218820861678005,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_28,30,7,12,6,0.0,30.0,161,161,0,148.5,58.189842554240585,42,0.8095238095238095,0.8814625850340136,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_29,30,7,12,6,0.0,30.0,157,157,0,143.5,60.08996359030933,42,0.6666666666666666,0.8031179138321995,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
random_topk_30,30,7,12,6,0.0,30.0,161,161,0,148.0,58.02302542969399,42,0.7857142857142857,0.8616213151927438,combo_0016_c30_t0_l0_mu0p5_e0,30.0,0.0,0.0,0.5
aqf_full,27,7,11,6,0.5,30.0,145,145,0,133.25,65.62278326187581,42,0.8571428571428571,0.8690476190476191,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
aqf_topk_no_threshold,27,7,11,6,0.5,30.0,145,145,0,133.25,65.62278326187581,42,0.8571428571428571,0.8690476190476191,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
frequency_only,27,7,11,6,0.5,30.0,143,143,0,130.5,65.51990260343959,42,0.8571428571428571,0.8948979591836735,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
flattened_topk,27,1,1,6,0.5,30.0,145,145,0,133.25,65.62278326187581,42,0.8571428571428571,0.8690476190476191,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
no_operator_awareness,27,7,11,6,0.5,30.0,297,145,152,324.0,65.62278326187581,42,0.8571428571428571,0.8690476190476191,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
no_pruning,35,7,12,6,0.5,38.0,187,187,0,172.5,70.62250253474086,42,0.9523809523809524,0.9523809523809524,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_1,27,7,11,6,0.5,30.0,141,141,0,130.25,51.999497835862336,42,0.5,0.6027210884353741,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_2,27,6,11,6,0.5,30.0,142,142,0,130.0,54.094011329869055,42,0.7619047619047619,0.8286848072562358,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_3,27,7,11,6,0.5,30.0,148,148,0,137.75,53.47073311180065,42,0.6666666666666666,0.7765306122448979,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_4,27,7,12,6,0.5,30.0,143,143,0,132.0,52.02035402491972,42,0.7619047619047619,0.8638321995464852,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_5,27,6,11,6,0.5,30.0,139,139,0,126.5,53.818874020110165,42,0.5714285714285714,0.7755668934240363,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_6,27,7,12,6,0.5,30.0,141,141,0,129.25,51.64996738883259,42,0.5,0.7073129251700679,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_7,27,7,10,6,0.5,30.0,147,147,0,136.0,58.62604927427794,42,0.7142857142857143,0.7860544217687074,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_8,27,7,12,6,0.5,30.0,141,141,0,129.25,52.76636214693428,42,0.7142857142857143,0.8341836734693877,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_9,27,6,10,6,0.5,30.0,147,147,0,137.0,53.18277722123511,42,0.7619047619047619,0.8201814058956917,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_10,27,7,11,6,0.5,30.0,143,143,0,132.5,53.93825943754428,42,0.6190476190476191,0.7335600907029478,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_11,27,7,12,6,0.5,30.0,148,148,0,138.75,55.69706336836203,42,0.3333333333333333,0.5576530612244898,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_12,27,7,12,6,0.5,30.0,146,146,0,135.5,50.99133324339349,42,0.5952380952380952,0.707936507936508,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_13,27,7,10,6,0.5,30.0,145,145,0,134.75,55.67160860603126,42,0.5238095238095238,0.7007936507936507,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_14,27,7,10,6,0.5,30.0,147,147,0,136.5,56.878362960857984,42,0.6666666666666666,0.7990929705215419,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_15,27,7,12,6,0.5,30.0,146,146,0,135.0,54.17574161302967,42,0.4523809523809524,0.6784013605442177,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_16,27,7,11,6,0.5,30.0,141,141,0,130.25,51.716850357638464,42,0.6666666666666666,0.8290249433106576,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_17,27,7,10,5,0.5,29.5,148,148,0,137.75,54.5254136674758,42,0.5952380952380952,0.7182539682539683,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_18,27,7,11,6,0.5,30.0,141,141,0,128.25,53.453833861331255,42,0.5,0.6688775510204081,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_19,27,6,10,6,0.5,30.0,143,143,0,132.0,55.92808052741746,42,0.7857142857142857,0.8850340136054422,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_20,27,6,11,6,0.5,30.0,146,146,0,135.0,54.11645881632147,42,0.7380952380952381,0.822562358276644,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_21,27,7,11,6,0.5,30.0,142,142,0,130.0,55.05058354056175,42,0.5238095238095238,0.7090136054421768,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_22,27,7,10,6,0.5,30.0,141,141,0,129.75,57.72477783741874,42,0.6666666666666666,0.8055555555555556,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_23,27,5,10,6,0.5,30.0,143,143,0,131.5,48.154106551288514,42,0.4047619047619047,0.6284580498866214,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_24,27,7,12,6,0.5,30.0,143,143,0,131.5,53.40041724752817,42,0.5714285714285714,0.7175736961451248,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_25,27,6,10,6,0.5,30.0,145,145,0,133.75,55.77250707957348,42,0.5714285714285714,0.7581065759637189,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_26,27,7,12,6,0.5,30.0,143,143,0,131.5,53.23095179319959,42,0.4285714285714285,0.6302154195011338,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_27,27,7,11,6,0.5,30.0,149,149,0,139.25,51.32790345435984,42,0.5476190476190477,0.7028344671201814,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_28,27,7,12,6,0.5,30.0,152,152,0,142.25,53.72878818177672,42,0.6190476190476191,0.7659297052154195,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_29,27,7,12,6,0.5,30.0,139,139,0,127.0,51.49422315096275,42,0.5238095238095238,0.6319727891156462,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
random_topk_30,27,7,12,6,0.5,30.0,145,145,0,132.75,52.20998110625372,42,0.7142857142857143,0.8286281179138322,combo_0017_c30_t0_l0_mu0p5_e0p5,30.0,0.0,0.0,0.5
aqf_full,24,7,9,6,1.0,30.0,132,132,0,122.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
aqf_topk_no_threshold,24,7,9,6,1.0,30.0,132,132,0,122.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,62.64350055446958,42,0.7142857142857143,0.7924036281179138,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
flattened_topk,24,1,1,6,1.0,30.0,132,132,0,122.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
no_operator_awareness,24,7,9,6,1.0,30.0,264,132,132,288.0,62.76339081510058,42,0.7142857142857143,0.7674603174603175,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,70.62250253474086,42,0.9523809523809524,0.9523809523809524,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,47.90620672641607,42,0.4523809523809524,0.5607709750566894,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,49.47813715443724,42,0.5238095238095238,0.715249433106576,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,46.62444030784942,42,0.3809523809523809,0.6170634920634921,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,47.38764483265288,42,0.6190476190476191,0.7557823129251701,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,47.435983353474114,42,0.4523809523809524,0.6683673469387755,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,49.3640995219474,42,0.4761904761904761,0.6425736961451247,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,52.33139693164795,42,0.5952380952380952,0.7175170068027211,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,46.73982574633328,42,0.5952380952380952,0.7353174603174603,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,46.87539201174704,42,0.6904761904761905,0.768140589569161,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,49.316898293662526,42,0.3809523809523809,0.5556689342403628,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,51.31589347103698,42,0.3095238095238095,0.4741496598639456,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,47.03437783155032,42,0.5476190476190477,0.6766439909297052,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,50.98989080920028,42,0.5238095238095238,0.6905895691609977,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,49.69292642250869,42,0.5238095238095238,0.6674603174603175,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,45.60693720061912,42,0.4047619047619047,0.6466553287981859,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,52.24891667137096,42,0.5476190476190477,0.7479591836734694,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,49.20346285946835,42,0.5714285714285714,0.7087301587301587,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,49.18377507511731,42,0.5,0.6688775510204081,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,47.33951326915711,42,0.5952380952380952,0.7956916099773242,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,47.08259978140153,42,0.7142857142857143,0.8106575963718822,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,50.872312193961335,42,0.4761904761904761,0.673639455782313,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,50.181347464732895,42,0.6428571428571429,0.784126984126984,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,44.66710918984292,42,0.3333333333333333,0.5883219954648526,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,49.2126629880632,42,0.5714285714285714,0.7116213151927437,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,49.33530518471316,42,0.3571428571428571,0.5869614512471655,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,48.6436971463873,42,0.3571428571428571,0.576360544217687,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,46.64618565752884,42,0.5476190476190477,0.6926303854875284,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,49.9918513383655,42,0.5952380952380952,0.7353174603174603,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,47.75728630755153,42,0.4761904761904761,0.601360544217687,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,45.83693933110908,42,0.5476190476190477,0.7130952380952381,combo_0018_c30_t0_l0_mu0p5_e1,30.0,0.0,0.0,0.5
aqf_full,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
aqf_topk_no_threshold,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
frequency_only,22,7,8,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
flattened_topk,22,1,1,5,1.5,29.5,120,120,0,110.5,60.42896327743349,42,0.6666666666666666,0.7385487528344671,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
no_operator_awareness,22,7,8,5,1.5,29.5,242,120,122,264.0,60.42896327743349,42,0.6666666666666666,0.7385487528344671,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
no_pruning,35,7,12,6,1.5,44.0,187,187,0,172.5,70.62250253474086,42,0.9523809523809524,0.9523809523809524,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_1,21,7,11,6,1.5,30.0,109,109,0,100.75,43.17524338774694,42,0.3809523809523809,0.5361111111111111,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_2,21,6,10,6,1.5,30.0,112,112,0,102.75,43.05057186751797,42,0.5238095238095238,0.715249433106576,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_3,21,6,9,6,1.5,30.0,114,114,0,105.5,42.8875034644382,42,0.3095238095238095,0.5531179138321995,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_4,21,7,11,6,1.5,30.0,111,111,0,103.0,39.00469521076701,42,0.3809523809523809,0.5963151927437641,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_5,21,6,11,6,1.5,30.0,107,107,0,97.5,38.73754931143394,42,0.4285714285714285,0.6366213151927438,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_6,21,7,11,6,1.5,30.0,111,111,0,102.0,44.66051138456651,42,0.3571428571428571,0.5345238095238095,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_7,21,6,8,6,1.5,30.0,111,111,0,101.5,45.44568604487616,42,0.3333333333333333,0.5213151927437641,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_8,21,6,11,6,1.5,30.0,109,109,0,99.75,38.144085306986696,42,0.3095238095238095,0.5539115646258503,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_9,21,5,9,6,1.5,30.0,113,113,0,105.25,40.85851744689483,42,0.6428571428571429,0.7348072562358277,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_10,21,7,10,6,1.5,30.0,113,113,0,105.25,43.28830664001641,42,0.3571428571428571,0.5311791383219955,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_11,21,6,9,6,1.5,30.0,112,112,0,102.75,44.36061092437431,42,0.2619047619047619,0.3981859410430839,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_12,21,7,10,6,1.5,30.0,112,112,0,102.75,40.4747194881466,42,0.3571428571428571,0.573015873015873,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_13,21,6,9,6,1.5,30.0,115,115,0,107.5,42.93101526138848,42,0.4523809523809524,0.6350340136054422,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_14,21,7,9,6,1.5,30.0,118,118,0,110.0,47.27262782860017,42,0.5,0.6385487528344671,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_15,21,7,12,6,1.5,30.0,114,114,0,106.0,41.34510886708007,42,0.3095238095238095,0.5712585034013605,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_16,24,7,9,4,1.5,30.0,125,125,0,115.5,48.73756765023224,42,0.5476190476190477,0.7479591836734694,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_17,22,6,9,5,1.5,29.5,122,122,0,113.75,42.4230136769163,42,0.4285714285714285,0.5770975056689343,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_18,21,7,9,6,1.5,30.0,111,111,0,100.5,46.30106301242988,42,0.4047619047619047,0.5854308390022676,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_19,21,6,9,6,1.5,30.0,107,107,0,97.5,42.85546271339584,42,0.5476190476190477,0.7223922902494332,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_20,21,6,9,6,1.5,30.0,114,114,0,106.0,40.816214192698986,42,0.6666666666666666,0.7482993197278911,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_21,21,7,10,6,1.5,30.0,108,108,0,97.75,42.70609782584776,42,0.3571428571428571,0.5982426303854875,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_22,21,6,9,6,1.5,30.0,107,107,0,97.5,41.046044735824026,42,0.5476190476190477,0.7159863945578232,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
