form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_73482,Outpatient high complexity procedures,7.226335295475531,16.5,5,14,8,6,20
aqf_demographic_data_47396,Demographic data,0.7956133137119114,5.5,3,4,2,2,6
