canonical_form_id,source_tree_id,form_group,root_canonical_id,form_queriability,element_count,subgroup_count,max_depth,input_field_count,output_field_count,relationship_count
cf_outpatient_high_complexity_procedures_87968,ct_outpatient_high_complexity_procedures_60385,Outpatient high complexity procedures,form_group_outpatient_high_complexity_procedures_7857552,9.297062846260388,29,20,5,29,29,231
cf_demographic_data_31234,ct_demographic_data_36535,Demographic data,form_group_demographic_data_15076858,0.4182609072022161,2,2,3,2,2,6
