method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,pareto_optimal
aqf_full,27,7,11,6,0.5,30.0,145,145,0,133.25,36.080830693343714,42,0.8571428571428571,0.8690476190476191,True
aqf_topk_no_threshold,27,7,11,6,0.5,30.0,145,145,0,133.25,36.080830693343714,42,0.8571428571428571,0.8690476190476191,True
frequency_only,27,7,11,6,0.5,30.0,143,143,0,130.5,35.973834808570054,42,0.8571428571428571,0.8948979591836735,True
flattened_topk,27,1,1,6,0.5,30.0,145,145,0,133.25,36.080830693343714,42,0.8571428571428571,0.8690476190476191,True
no_operator_awareness,27,7,11,6,0.5,30.0,297,145,152,324.0,36.080830693343714,42,0.8571428571428571,0.8690476190476191,True
no_pruning,35,7,12,6,0.5,38.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809523,0.9523809523809523,True
random_topk_1,27,7,11,6,0.5,30.0,141,141,0,130.25,28.86221974728179,42,0.5,0.6027210884353741,False
random_topk_2,27,6,11,6,0.5,30.0,142,142,0,130.0,29.290300936490667,42,0.7619047619047619,0.8286848072562358,False
random_topk_3,27,7,11,6,0.5,30.0,148,148,0,137.75,29.858340971841493,42,0.6666666666666666,0.7765306122448979,False
random_topk_4,27,7,12,6,0.5,30.0,143,143,0,132.0,28.99261563569132,42,0.7619047619047619,0.8638321995464852,False
random_topk_5,27,6,11,6,0.5,30.0,139,139,0,126.5,29.458324435029464,42,0.5714285714285714,0.7755668934240363,False
random_topk_6,27,7,12,6,0.5,30.0,141,141,0,129.25,27.90843241865786,42,0.5,0.7073129251700679,False
random_topk_7,27,7,10,6,0.5,30.0,147,147,0,136.0,32.10468592176701,42,0.7142857142857143,0.7860544217687074,False
random_topk_8,27,7,12,6,0.5,30.0,141,141,0,129.25,28.966629797708702,42,0.7142857142857143,0.8341836734693877,False
random_topk_9,27,6,10,6,0.5,30.0,147,147,0,137.0,29.492140804336504,42,0.7619047619047619,0.8201814058956917,False
random_topk_10,27,7,11,6,0.5,30.0,143,143,0,132.5,30.14934319195236,42,0.6190476190476191,0.7335600907029478,False
random_topk_11,27,7,12,6,0.5,30.0,148,148,0,138.75,31.01268601521514,42,0.3333333333333333,0.5576530612244898,False
random_topk_12,27,7,12,6,0.5,30.0,146,146,0,135.5,27.86396383078679,42,0.5952380952380952,0.707936507936508,False
random_topk_13,27,7,10,6,0.5,30.0,145,145,0,134.75,30.96887972905781,42,0.5238095238095238,0.7007936507936507,False
random_topk_14,27,7,10,6,0.5,30.0,147,147,0,136.5,31.68168451589878,42,0.6666666666666666,0.7990929705215419,False
random_topk_15,27,7,12,6,0.5,30.0,146,146,0,135.0,29.87751188912267,42,0.4523809523809524,0.6784013605442177,False
random_topk_16,27,7,11,6,0.5,30.0,141,141,0,130.25,28.913693548793482,42,0.6666666666666666,0.8290249433106576,False
random_topk_17,27,7,10,5,0.5,29.5,148,148,0,137.75,30.240395054392874,42,0.5952380952380952,0.7182539682539683,True
random_topk_18,27,7,11,6,0.5,30.0,141,141,0,128.25,28.894101564730057,42,0.5,0.6688775510204081,False
random_topk_19,27,6,10,6,0.5,30.0,143,143,0,132.0,30.85467853043395,42,0.7857142857142857,0.8850340136054422,False
random_topk_20,27,6,11,6,0.5,30.0,146,146,0,135.0,29.796810875003068,42,0.7380952380952381,0.822562358276644,False
random_topk_21,27,7,11,6,0.5,30.0,142,142,0,130.0,30.04557258352844,42,0.5238095238095238,0.7090136054421768,False
random_topk_22,27,7,10,6,0.5,30.0,141,141,0,129.75,31.900383097496388,42,0.6666666666666666,0.8055555555555556,False
random_topk_23,27,5,10,6,0.5,30.0,143,143,0,131.5,26.54385169461659,42,0.40476190476190477,0.6284580498866214,False
random_topk_24,27,7,12,6,0.5,30.0,143,143,0,131.5,29.342579906928204,42,0.5714285714285714,0.7175736961451248,False
random_topk_25,27,6,10,6,0.5,30.0,145,145,0,133.75,30.573993255787325,42,0.5714285714285714,0.7581065759637189,False
random_topk_26,27,7,12,6,0.5,30.0,143,143,0,131.5,29.038450312540963,42,0.42857142857142855,0.6302154195011338,False
random_topk_27,27,7,11,6,0.5,30.0,149,149,0,139.25,28.327666883861824,42,0.5476190476190477,0.7028344671201814,False
random_topk_28,27,7,12,6,0.5,30.0,152,152,0,142.25,29.735685005146024,42,0.6190476190476191,0.7659297052154195,False
random_topk_29,27,7,12,6,0.5,30.0,139,139,0,127.0,28.203419324755878,42,0.5238095238095238,0.6319727891156462,False
random_topk_30,27,7,12,6,0.5,30.0,145,145,0,132.75,28.660661499590645,42,0.7142857142857143,0.8286281179138322,False
