method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,27,7,11,6,0.5,30.0,145,145,0,133.25,36.080830693343714
aqf_topk_no_threshold,27,7,11,6,0.5,30.0,145,145,0,133.25,36.080830693343714
frequency_only,27,7,11,6,0.5,30.0,143,143,0,130.5,35.973834808570054
flattened_topk,27,1,1,6,0.5,30.0,145,145,0,133.25,36.080830693343714
no_operator_awareness,27,7,11,6,0.5,30.0,297,145,152,324.0,36.080830693343714
no_pruning,35,7,12,6,0.5,38.0,187,187,0,172.5,38.95106070014661
random_topk_1,27,7,11,6,0.5,30.0,141,141,0,130.25,28.86221974728179
random_topk_2,27,6,11,6,0.5,30.0,142,142,0,130.0,29.290300936490667
random_topk_3,27,7,11,6,0.5,30.0,148,148,0,137.75,29.858340971841493
random_topk_4,27,7,12,6,0.5,30.0,143,143,0,132.0,28.99261563569132
random_topk_5,27,6,11,6,0.5,30.0,139,139,0,126.5,29.458324435029464
random_topk_6,27,7,12,6,0.5,30.0,141,141,0,129.25,27.90843241865786
random_topk_7,27,7,10,6,0.5,30.0,147,147,0,136.0,32.10468592176701
random_topk_8,27,7,12,6,0.5,30.0,141,141,0,129.25,28.966629797708702
random_topk_9,27,6,10,6,0.5,30.0,147,147,0,137.0,29.492140804336504
random_topk_10,27,7,11,6,0.5,30.0,143,143,0,132.5,30.14934319195236
random_topk_11,27,7,12,6,0.5,30.0,148,148,0,138.75,31.01268601521514
random_topk_12,27,7,12,6,0.5,30.0,146,146,0,135.5,27.86396383078679
random_topk_13,27,7,10,6,0.5,30.0,145,145,0,134.75,30.96887972905781
random_topk_14,27,7,10,6,0.5,30.0,147,147,0,136.5,31.68168451589878
random_topk_15,27,7,12,6,0.5,30.0,146,146,0,135.0,29.87751188912267
random_topk_16,27,7,11,6,0.5,30.0,141,141,0,130.25,28.913693548793482
random_topk_17,27,7,10,5,0.5,29.5,148,148,0,137.75,30.240395054392874
random_topk_18,27,7,11,6,0.5,30.0,141,141,0,128.25,28.894101564730057
random_topk_19,27,6,10,6,0.5,30.0,143,143,0,132.0,30.85467853043395
random_topk_20,27,6,11,6,0.5,30.0,146,146,0,135.0,29.796810875003068
random_topk_21,27,7,11,6,0.5,30.0,142,142,0,130.0,30.04557258352844
random_topk_22,27,7,10,6,0.5,30.0,141,141,0,129.75,31.900383097496388
random_topk_23,27,5,10,6,0.5,30.0,143,143,0,131.5,26.54385169461659
random_topk_24,27,7,12,6,0.5,30.0,143,143,0,131.5,29.342579906928204
random_topk_25,27,6,10,6,0.5,30.0,145,145,0,133.75,30.573993255787325
random_topk_26,27,7,12,6,0.5,30.0,143,143,0,131.5,29.038450312540963
random_topk_27,27,7,11,6,0.5,30.0,149,149,0,139.25,28.327666883861824
random_topk_28,27,7,12,6,0.5,30.0,152,152,0,142.25,29.735685005146024
random_topk_29,27,7,12,6,0.5,30.0,139,139,0,127.0,28.203419324755878
random_topk_30,27,7,12,6,0.5,30.0,145,145,0,132.75,28.660661499590645
