canonical_form_id,source_tree_id,form_group,root_canonical_id,form_queriability,element_count,subgroup_count,max_depth,input_field_count,output_field_count,relationship_count
cf_outpatient_high_complexity_procedures_37140,ct_outpatient_high_complexity_procedures_66181,Outpatient high complexity procedures,form_group_outpatient_high_complexity_procedures_35562799,9.522775277008309,29,20,5,29,29,417
cf_demographic_data_91529,ct_demographic_data_99854,Demographic data,form_group_demographic_data_39112113,0.40023372576177285,2,2,3,2,2,6
