comparison,primary_claim,metric,aqf_value,baseline_value,absolute_delta,relative_delta_percent
aqf_full_vs_no_pruning,compactness relative to full canonical schema,strict_coverage,0.9629629629629629,0.9814814814814815,-0.0185185185185186,-1.886792452830197
aqf_full_vs_no_pruning,compactness relative to full canonical schema,partial_coverage,0.9629629629629629,0.9814814814814815,-0.0185185185185186,-1.886792452830197
aqf_full_vs_no_pruning,compactness relative to full canonical schema,field_count,50.0,54.0,-4.0,-7.4074074074074066
aqf_full_vs_no_pruning,compactness relative to full canonical schema,operator_count,264.0,285.0,-21.0,-7.368421052631578
aqf_full_vs_no_pruning,compactness relative to full canonical schema,final_complexity,56.0,60.0,-4.0,-6.666666666666667
aqf_full_vs_no_pruning,compactness relative to full canonical schema,weighted_operator_burden,242.25,262.25,-20.0,-7.626310772163966
aqf_full_vs_no_pruning,compactness relative to full canonical schema,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,strict_coverage,0.9629629629629629,0.9629629629629629,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,partial_coverage,0.9629629629629629,0.9629629629629629,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,field_count,50.0,50.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,operator_count,264.0,550.0,-286.0,-52.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,final_complexity,56.0,56.0,0.0,0.0
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,weighted_operator_burden,242.25,600.0,-357.75,-59.62499999999999
aqf_full_vs_no_operator_awareness,operator awareness reduces unnecessary controls,invalid_or_unwanted_operator_count,0.0,286.0,-286.0,-100.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,strict_coverage,0.9629629629629629,0.9629629629629629,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,partial_coverage,0.9629629629629629,0.9629629629629629,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,field_count,50.0,50.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,operator_count,264.0,264.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,final_complexity,56.0,56.0,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,weighted_operator_burden,242.25,242.25,0.0,0.0
aqf_full_vs_frequency_only,AQF ranking vs frequency-only ranking,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
aqf_full_vs_flattened_topk,canonical structure/context preservation,strict_coverage,0.9629629629629629,0.9629629629629629,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,partial_coverage,0.9629629629629629,0.9629629629629629,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,field_count,50.0,50.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,operator_count,264.0,264.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,final_complexity,56.0,56.0,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,weighted_operator_burden,242.25,242.25,0.0,0.0
aqf_full_vs_flattened_topk,canonical structure/context preservation,invalid_or_unwanted_operator_count,0.0,0.0,0.0,
