form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_49984,Outpatient high complexity procedures,4.589122980147738,15.5,5,8,4,4,40
aqf_demographic_data_42298,Demographic data,0.7956133137119114,8.5,3,4,2,2,6
