method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,30,7,11,6,0.0,30.0,166,166,0,154.25,19.132394087061133
aqf_topk_no_threshold,30,7,11,6,0.0,30.0,166,166,0,154.25,19.132394087061133
frequency_only,30,7,11,6,0.0,30.0,157,157,0,142.5,18.8981278096235
flattened_topk,30,1,1,6,0.0,30.0,166,166,0,154.25,19.132394087061133
no_operator_awareness,30,7,11,6,0.0,30.0,330,166,164,360.0,19.132394087061133
no_pruning,35,7,12,6,0.0,35.0,187,187,0,172.5,19.94819559939007
random_topk_1,30,7,11,6,0.0,30.0,157,157,0,145.0,17.334220596288418
random_topk_2,30,7,12,6,0.0,30.0,160,160,0,148.0,16.643855322509296
random_topk_3,30,7,11,6,0.0,30.0,162,162,0,150.25,17.918134583816123
random_topk_4,30,7,12,6,0.0,30.0,161,161,0,149.0,17.388049982952893
random_topk_5,30,6,11,6,0.0,30.0,157,157,0,143.0,16.531557738988827
random_topk_6,30,7,12,6,0.0,30.0,159,159,0,145.75,15.843704759380614
random_topk_7,30,7,11,6,0.0,30.0,163,163,0,150.75,17.357003848596158
random_topk_8,30,7,12,6,0.0,30.0,157,157,0,143.5,16.271256309742622
random_topk_9,30,7,11,6,0.0,30.0,163,163,0,151.25,17.081708898527125
random_topk_10,30,7,11,6,0.0,30.0,161,161,0,149.0,17.51259207272753
random_topk_11,30,7,12,6,0.0,30.0,163,163,0,151.75,17.492529561345513
random_topk_12,30,7,12,6,0.0,30.0,161,161,0,149.0,16.107563500879785
random_topk_13,30,7,12,6,0.0,30.0,161,161,0,149.0,17.535327915254978
random_topk_14,30,7,10,6,0.0,30.0,163,163,0,150.75,18.433196666229726
random_topk_15,30,7,12,6,0.0,30.0,161,161,0,148.0,16.889533416320383
random_topk_16,30,7,12,6,0.0,30.0,159,159,0,146.75,16.86651739841661
random_topk_17,30,7,11,6,0.0,30.0,159,159,0,146.75,16.931468650701387
random_topk_18,30,7,11,6,0.0,30.0,157,157,0,143.0,16.0160387781066
random_topk_19,30,7,12,6,0.0,30.0,161,161,0,149.5,17.469868164771075
random_topk_20,30,7,12,6,0.0,30.0,164,164,0,152.5,17.813251181895684
random_topk_21,30,7,11,6,0.0,30.0,160,160,0,147.5,16.08209965207313
random_topk_22,30,7,11,6,0.0,30.0,157,157,0,144.5,17.73207609548805
random_topk_23,30,5,10,6,0.0,30.0,157,157,0,144.0,16.065873690649667
random_topk_24,30,7,12,6,0.0,30.0,161,161,0,148.5,17.88504052236552
random_topk_25,30,6,10,6,0.0,30.0,163,163,0,150.75,17.222936229779084
random_topk_26,30,7,12,6,0.0,30.0,157,157,0,143.5,16.150083031699968
random_topk_27,30,7,11,6,0.0,30.0,161,161,0,149.0,16.430377492202823
random_topk_28,30,7,12,6,0.0,30.0,161,161,0,148.5,16.364020505646916
random_topk_29,30,7,12,6,0.0,30.0,157,157,0,143.5,16.27131744013339
random_topk_30,30,7,12,6,0.0,30.0,161,161,0,148.0,16.1394698460721
