method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,pareto_optimal
aqf_full,30,7,11,6,0.0,30.0,166,166,0,154.25,19.132394087061133,42,0.8095238095238095,0.8373015873015872,False
aqf_topk_no_threshold,30,7,11,6,0.0,30.0,166,166,0,154.25,19.132394087061133,42,0.8095238095238095,0.8373015873015872,False
frequency_only,30,7,11,6,0.0,30.0,157,157,0,142.5,18.8981278096235,42,0.8809523809523809,0.9068027210884354,True
flattened_topk,30,1,1,6,0.0,30.0,166,166,0,154.25,19.132394087061133,42,0.8095238095238095,0.8373015873015872,False
no_operator_awareness,30,7,11,6,0.0,30.0,330,166,164,360.0,19.132394087061133,42,0.8095238095238095,0.8373015873015872,False
no_pruning,35,7,12,6,0.0,35.0,187,187,0,172.5,19.94819559939007,42,0.9523809523809523,0.9523809523809523,True
random_topk_1,30,7,11,6,0.0,30.0,157,157,0,145.0,17.334220596288418,42,0.5714285714285714,0.7649659863945578,False
random_topk_2,30,7,12,6,0.0,30.0,160,160,0,148.0,16.643855322509296,42,0.7857142857142857,0.8524943310657596,False
random_topk_3,30,7,11,6,0.0,30.0,162,162,0,150.25,17.918134583816123,42,0.7142857142857143,0.8082766439909298,False
random_topk_4,30,7,12,6,0.0,30.0,161,161,0,149.0,17.388049982952893,42,0.7619047619047619,0.8638321995464852,False
random_topk_5,30,6,11,6,0.0,30.0,157,157,0,143.0,16.531557738988827,42,0.7857142857142857,0.873639455782313,False
random_topk_6,30,7,12,6,0.0,30.0,159,159,0,145.75,15.843704759380614,42,0.6428571428571429,0.7827097505668935,False
random_topk_7,30,7,11,6,0.0,30.0,163,163,0,150.75,17.357003848596158,42,0.7619047619047619,0.819047619047619,False
random_topk_8,30,7,12,6,0.0,30.0,157,157,0,143.5,16.271256309742622,42,0.7142857142857143,0.8341836734693877,False
random_topk_9,30,7,11,6,0.0,30.0,163,163,0,151.25,17.081708898527125,42,0.8571428571428571,0.8944444444444445,False
random_topk_10,30,7,11,6,0.0,30.0,161,161,0,149.0,17.51259207272753,42,0.7380952380952381,0.8252834467120183,False
random_topk_11,30,7,12,6,0.0,30.0,163,163,0,151.75,17.492529561345513,42,0.5,0.7093537414965987,False
random_topk_12,30,7,12,6,0.0,30.0,161,161,0,149.0,16.107563500879785,42,0.6904761904761905,0.7658730158730158,False
random_topk_13,30,7,12,6,0.0,30.0,161,161,0,149.0,17.535327915254978,42,0.6428571428571429,0.7869614512471654,False
random_topk_14,30,7,10,6,0.0,30.0,163,163,0,150.75,18.433196666229726,42,0.8095238095238095,0.8733560090702949,False
random_topk_15,30,7,12,6,0.0,30.0,161,161,0,148.0,16.889533416320383,42,0.7619047619047619,0.849092970521542,False
random_topk_16,30,7,12,6,0.0,30.0,159,159,0,146.75,16.86651739841661,42,0.6666666666666666,0.8290249433106576,False
random_topk_17,30,7,11,6,0.0,30.0,159,159,0,146.75,16.931468650701387,42,0.6666666666666666,0.8038548752834467,False
random_topk_18,30,7,11,6,0.0,30.0,157,157,0,143.0,16.0160387781066,42,0.5952380952380952,0.7232993197278912,False
random_topk_19,30,7,12,6,0.0,30.0,161,161,0,149.5,17.469868164771075,42,0.8333333333333334,0.9047619047619048,False
random_topk_20,30,7,12,6,0.0,30.0,164,164,0,152.5,17.813251181895684,42,0.7619047619047619,0.8463718820861679,False
random_topk_21,30,7,11,6,0.0,30.0,160,160,0,147.5,16.08209965207313,42,0.6666666666666666,0.7934807256235827,False
random_topk_22,30,7,11,6,0.0,30.0,157,157,0,144.5,17.73207609548805,42,0.7857142857142857,0.8679138321995464,False
random_topk_23,30,5,10,6,0.0,30.0,157,157,0,144.0,16.065873690649667,42,0.5714285714285714,0.7498866213151927,False
random_topk_24,30,7,12,6,0.0,30.0,161,161,0,148.5,17.88504052236552,42,0.7857142857142857,0.8655328798185942,False
random_topk_25,30,6,10,6,0.0,30.0,163,163,0,150.75,17.222936229779084,42,0.7380952380952381,0.8437074829931972,False
random_topk_26,30,7,12,6,0.0,30.0,157,157,0,143.5,16.150083031699968,42,0.5952380952380952,0.7735260770975058,False
random_topk_27,30,7,11,6,0.0,30.0,161,161,0,149.0,16.430377492202823,42,0.7142857142857143,0.8218820861678005,False
random_topk_28,30,7,12,6,0.0,30.0,161,161,0,148.5,16.364020505646916,42,0.8095238095238095,0.8814625850340136,False
random_topk_29,30,7,12,6,0.0,30.0,157,157,0,143.5,16.27131744013339,42,0.6666666666666666,0.8031179138321995,False
random_topk_30,30,7,12,6,0.0,30.0,161,161,0,148.0,16.1394698460721,42,0.7857142857142857,0.8616213151927438,False
