operator_aware_form_id,canonical_form_id,form_group,input_field_count,output_field_count,relationship_count,operator_form_utility,max_depth
oaf_cf_outpatient_high_complexity_procedures_89224,cf_outpatient_high_complexity_procedures_89224,Outpatient high complexity procedures,12,12,327,16.626352977839332,5
oaf_cf_demographic_data_99491,cf_demographic_data_99491,Demographic data,2,2,6,0.9500649238227147,3
