form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_82877,Outpatient high complexity procedures,6.804561288088642,15.5,5,13,7,6,20
aqf_demographic_data_94709,Demographic data,0.7956133137119114,5.5,3,4,2,2,6
