form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_9042,Outpatient high complexity procedures,7.236849792243768,20.0,5,15,9,6,40
aqf_demographic_data_82138,Demographic data,0.6111495844875346,5.0,3,2,1,1,3
