field_id,label,canonical_path,record_family,coverage,diversity,local_utility,neighborhood_reinforcement,final_queriability,neighbor_count,kind,dv_type,rank
cf_49398dcbba5447,Secondary Diagnosis,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.9565217391304348,0.9565217391304348,7.622848095414201,6.673657810691085,50,coded,DV_CODED_TEXT,1
cf_2db2fd852fb674,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,7.744662128301604,6.6418299295595356,50,coded,DV_CODED_TEXT,2
cf_22f759c45e42f4,Admit date/time,Patient admission / Tree / Admit date/time,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,7.63995372529157,6.563298627302011,50,temporal,DV_DATE_TIME,3
cf_79ed78f34fef6f,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.7916666666666666,0.7916666666666666,7.693399238112083,6.56171609525073,50,temporal,DV_DATE_TIME,4
cf_7f3b6795a0e812,birth date,Demographic data / components / birth date,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,1.0,7.332991439389067,6.4997435795418,50,temporal,DV_DATE,5
cf_ba8421601b1980,Issue date,Authorization for hospital admission / Components / Issue date,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.8333333333333334,0.8333333333333334,7.544641225291571,6.491814252302011,50,temporal,DV_DATE,6
cf_9449e602105d68,Universal ID,Patient admission / Tree / Assigned patient location / Facility / Universal ID,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.5833333333333334,0.5833333333333334,7.829537058624904,6.455486127302011,50,coded,DV_CODED_TEXT,7
cf_18704e514938d4,Procedure,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.5833333333333334,0.5833333333333334,7.8098455522146475,6.440717497494319,50,coded,DV_CODED_TEXT,8
cf_bd9db9ae67063d,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.10576923076923077,0.10576923076923077,8.422621287198263,6.422735196167928,50,coded,DV_CODED_TEXT,9
cf_1285e1e2c004f2,claim reason,Patient discharge / Components / claim reason,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,0.2916666666666667,0.2916666666666667,8.162533853496699,6.413567056789192,50,coded,DV_CODED_TEXT,10
cf_4e7e8ca2916a1e,Secondary Diagnosis,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.019230769230769232,0.019230769230769232,8.510534121646423,6.402131360465586,50,coded,DV_CODED_TEXT,11
cf_469c691048a0ce,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.3230769230769231,0.3230769230769231,8.099480609940738,6.397687380532476,50,temporal,DV_DATE_TIME,12
