method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage
aqf_full,22,7,8,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671
aqf_topk_no_threshold,22,7,8,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671
frequency_only,22,7,8,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671
flattened_topk,22,1,1,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671
no_operator_awareness,22,7,8,5,1.5,29.5,242,120,122,264.0,33.13577255297441,42,0.6666666666666666,0.7385487528344671
no_pruning,35,7,12,6,1.5,44.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809523,0.9523809523809523
random_topk_1,21,7,11,6,1.5,30.0,109,109,0,100.75,24.056489829621402,42,0.38095238095238093,0.5361111111111111
random_topk_2,21,6,10,6,1.5,30.0,112,112,0,102.75,23.21302564975957,42,0.5238095238095238,0.715249433106576
random_topk_3,21,6,9,6,1.5,30.0,114,114,0,105.5,23.577619394347632,42,0.30952380952380953,0.5531179138321995
random_topk_4,21,7,11,6,1.5,30.0,111,111,0,103.0,21.671654915483654,42,0.38095238095238093,0.5963151927437641
random_topk_5,21,6,11,6,1.5,30.0,107,107,0,97.5,21.428202265144577,42,0.42857142857142855,0.6366213151927438
random_topk_6,21,7,11,6,1.5,30.0,111,111,0,102.0,24.074412951146396,42,0.35714285714285715,0.5345238095238095
random_topk_7,21,6,8,6,1.5,30.0,111,111,0,101.5,24.646609674465598,42,0.3333333333333333,0.5213151927437641
random_topk_8,21,6,11,6,1.5,30.0,109,109,0,99.75,21.065813697264392,42,0.30952380952380953,0.5539115646258503
random_topk_9,21,5,9,6,1.5,30.0,113,113,0,105.25,22.795449617899177,42,0.6428571428571429,0.7348072562358277
random_topk_10,21,7,10,6,1.5,30.0,113,113,0,105.25,24.120663089484722,42,0.35714285714285715,0.5311791383219955
random_topk_11,21,6,9,6,1.5,30.0,112,112,0,102.75,24.077575261630862,42,0.2619047619047619,0.3981859410430839
random_topk_12,21,7,10,6,1.5,30.0,112,112,0,102.75,22.095995117414553,42,0.35714285714285715,0.573015873015873
random_topk_13,21,6,9,6,1.5,30.0,115,115,0,107.5,24.107842315995672,42,0.4523809523809524,0.6350340136054422
random_topk_14,21,7,9,6,1.5,30.0,118,118,0,110.0,26.12965870061162,42,0.5,0.6385487528344671
random_topk_15,21,7,12,6,1.5,30.0,114,114,0,106.0,23.027852081804436,42,0.30952380952380953,0.5712585034013605
random_topk_16,24,7,9,4,1.5,30.0,125,125,0,115.5,27.18701515805333,42,0.5476190476190477,0.7479591836734694
random_topk_17,22,6,9,5,1.5,29.5,122,122,0,113.75,23.27416237937456,42,0.42857142857142855,0.5770975056689343
random_topk_18,21,7,9,6,1.5,30.0,111,111,0,100.5,24.81771614027937,42,0.40476190476190477,0.5854308390022676
random_topk_19,21,6,9,6,1.5,30.0,107,107,0,97.5,23.642041121007683,42,0.5476190476190477,0.7223922902494332
random_topk_20,21,6,9,6,1.5,30.0,114,114,0,106.0,22.56419698070025,42,0.6666666666666666,0.7482993197278911
random_topk_21,21,7,10,6,1.5,30.0,108,108,0,97.75,23.261413462081265,42,0.35714285714285715,0.5982426303854875
random_topk_22,21,6,9,6,1.5,30.0,107,107,0,97.5,22.488576459553062,42,0.5476190476190477,0.7159863945578232
random_topk_23,21,5,9,6,1.5,30.0,111,111,0,101.5,22.574508057749036,42,0.2619047619047619,0.482766439909297
random_topk_24,21,7,11,6,1.5,30.0,107,107,0,98.0,23.372470354136546,42,0.5,0.6691043083900227
random_topk_25,21,6,9,6,1.5,30.0,115,115,0,107.0,24.093355119825706,42,0.2619047619047619,0.5290249433106575
random_topk_26,21,6,10,6,1.5,30.0,111,111,0,101.5,22.973429624781808,42,0.2619047619047619,0.4751133786848073
random_topk_27,21,7,9,6,1.5,30.0,116,116,0,108.25,24.417948126077803,42,0.47619047619047616,0.6346938775510205
random_topk_28,21,6,10,6,1.5,30.0,118,118,0,110.0,25.03399466229342,42,0.5476190476190477,0.7064058956916099
random_topk_29,21,5,10,6,1.5,30.0,109,109,0,98.75,22.808850607046114,42,0.47619047619047616,0.5894557823129252
random_topk_30,21,7,12,6,1.5,30.0,119,119,0,111.0,21.98272293041877,42,0.40476190476190477,0.5801020408163265
