canonical_form_id,source_tree_id,form_group,root_canonical_id,form_queriability,element_count,subgroup_count,max_depth,input_field_count,output_field_count,relationship_count
cf_outpatient_high_complexity_procedures_56209,ct_outpatient_high_complexity_procedures_99192,Outpatient high complexity procedures,form_group_outpatient_high_complexity_procedures_88597889,7.121954639889196,18,19,5,18,18,269
cf_demographic_data_56023,ct_demographic_data_26594,Demographic data,form_group_demographic_data_92444172,0.3055747922437673,1,2,3,1,1,3
