method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,29,8,12,6,1.0,35.0,162,162,0,150.75,20.384157819837167
aqf_topk_no_threshold,29,8,12,6,1.0,35.0,162,162,0,150.75,20.384157819837167
frequency_only,29,7,9,6,1.0,35.0,153,153,0,139.25,18.757613467450426
flattened_topk,29,1,1,6,1.0,35.0,162,162,0,150.75,20.384157819837167
no_operator_awareness,29,8,12,6,1.0,35.0,319,162,157,348.0,20.384157819837167
no_pruning,54,11,19,6,1.0,60.0,285,285,0,262.25,28.243684788942943
random_topk_1,29,8,13,6,1.0,35.0,155,155,0,143.25,16.01623656084254
random_topk_2,29,8,15,6,1.0,35.0,161,161,0,150.75,15.008062671024629
random_topk_3,29,9,15,6,1.0,35.0,142,142,0,126.75,14.17122181788622
random_topk_4,29,9,15,6,1.0,35.0,150,150,0,136.25,15.355492234215061
random_topk_5,29,10,15,6,1.0,35.0,151,151,0,139.75,14.488256995118409
random_topk_6,29,10,16,6,1.0,35.0,162,162,0,151.0,16.2902792293757
random_topk_7,29,7,14,6,1.0,35.0,152,152,0,140.5,15.70707507242154
random_topk_8,29,9,14,6,1.0,35.0,152,152,0,139.0,15.669408814313707
random_topk_9,29,9,13,6,1.0,35.0,149,149,0,135.5,14.396353116237627
random_topk_10,29,9,14,6,1.0,35.0,153,153,0,140.25,14.167148407148408
