operator_aware_form_id,canonical_form_id,form_group,input_field_count,output_field_count,relationship_count,operator_form_utility,max_depth
oaf_cf_outpatient_high_complexity_procedures_42580,cf_outpatient_high_complexity_procedures_42580,Outpatient high complexity procedures,12,12,477,15.813940339335183,5
oaf_cf_demographic_data_5958,cf_demographic_data_5958,Demographic data,1,1,3,0.650623268698061,3
