form_id,form_group,utility,complexity,max_depth,selected_field_count,filter_count,output_count,relationship_count
aqf_outpatient_high_complexity_procedures_15301,Outpatient high complexity procedures,7.982403508771929,18.5,5,16,10,6,20
aqf_demographic_data_75299,Demographic data,0.7956133137119114,5.5,3,4,2,2,6
