method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage
aqf_full,52,11,18,6,1.0,58.0,276,276,0,254.25,51.42377865596407,54,0.9629629629629629,0.9629629629629629
aqf_topk_no_threshold,52,11,18,6,1.0,58.0,276,276,0,254.25,51.42377865596407,54,0.9629629629629629,0.9629629629629629
frequency_only,52,9,17,6,1.0,58.0,273,273,0,250.25,51.404714306851645,54,0.9814814814814815,0.9814814814814815
flattened_topk,52,1,1,6,1.0,58.0,276,276,0,254.25,51.42377865596407,54,0.9629629629629629,0.9629629629629629
no_operator_awareness,52,11,18,6,1.0,58.0,572,276,296,624.0,51.42377865596407,54,0.9629629629629629,0.9629629629629629
no_pruning,54,11,19,6,1.0,60.0,285,285,0,262.25,51.645750562610935,54,0.9814814814814815,0.9814814814814815
random_topk_1,52,11,18,6,1.0,58.0,273,273,0,250.75,48.995068020863386,54,0.9444444444444444,0.9518518518518518
