method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,pareto_optimal
aqf_full,24,7,9,6,1.0,30.0,132,132,0,122.0,17.517113996202752,42,0.7142857142857143,0.7674603174603175,True
aqf_topk_no_threshold,24,7,9,6,1.0,30.0,132,132,0,122.0,17.517113996202752,42,0.7142857142857143,0.7674603174603175,True
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,17.38054335148396,42,0.7142857142857143,0.7924036281179138,True
flattened_topk,24,1,1,6,1.0,30.0,132,132,0,122.0,17.517113996202752,42,0.7142857142857143,0.7674603174603175,True
no_operator_awareness,24,7,9,6,1.0,30.0,264,132,132,288.0,17.517113996202752,42,0.7142857142857143,0.7674603174603175,True
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,19.94819559939007,42,0.9523809523809523,0.9523809523809523,True
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,13.940319251368793,42,0.4523809523809524,0.5607709750566894,False
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,13.188603569080978,42,0.5238095238095238,0.715249433106576,False
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,13.284610090038717,42,0.38095238095238093,0.6170634920634921,False
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,13.926198440468594,42,0.6190476190476191,0.7557823129251701,False
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,13.269822933321086,42,0.4523809523809524,0.6683673469387755,False
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,13.028560085398203,42,0.47619047619047616,0.6425736961451247,False
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,13.883699968967564,42,0.5952380952380952,0.7175170068027211,False
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,12.861231142532649,42,0.5952380952380952,0.7353174603174603,False
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,13.76577686179467,42,0.6904761904761905,0.768140589569161,False
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,14.62579528989494,42,0.38095238095238093,0.5556689342403628,False
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,14.644344142380517,42,0.30952380952380953,0.4741496598639456,False
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,12.959114063817104,42,0.5476190476190477,0.6766439909297052,False
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,14.884972917581614,42,0.5238095238095238,0.6905895691609977,False
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,14.224233238896495,42,0.5238095238095238,0.6674603174603175,False
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,13.30467849216168,42,0.40476190476190477,0.6466553287981859,False
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,15.136731244751516,42,0.5476190476190477,0.7479591836734694,False
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,14.148348844767336,42,0.5714285714285714,0.7087301587301587,False
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,12.800546725822846,42,0.5,0.6688775510204081,False
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,13.781168647097415,42,0.5952380952380952,0.7956916099773242,False
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,13.221819326797068,42,0.7142857142857143,0.8106575963718822,True
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,13.85006793966631,42,0.47619047619047616,0.673639455782313,False
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,14.367688026104243,42,0.6428571428571429,0.784126984126984,False
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,12.643262271287279,42,0.3333333333333333,0.5883219954648526,False
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,13.774030354378938,42,0.5714285714285714,0.7116213151927437,False
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,13.784953000051987,42,0.35714285714285715,0.5869614512471655,False
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,13.35499344427828,42,0.35714285714285715,0.576360544217687,False
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,13.265255456270896,42,0.5476190476190477,0.6926303854875284,False
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,14.046901961422185,42,0.5952380952380952,0.7353174603174603,False
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,12.936015891286328,42,0.47619047619047616,0.601360544217687,False
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,12.900905825008318,42,0.5476190476190477,0.7130952380952381,False
