method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility
aqf_full,24,7,9,6,1.0,30.0,132,132,0,122.0,17.517113996202752
aqf_topk_no_threshold,24,7,9,6,1.0,30.0,132,132,0,122.0,17.517113996202752
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,17.38054335148396
flattened_topk,24,1,1,6,1.0,30.0,132,132,0,122.0,17.517113996202752
no_operator_awareness,24,7,9,6,1.0,30.0,264,132,132,288.0,17.517113996202752
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,19.94819559939007
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,13.940319251368793
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,13.188603569080978
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,13.284610090038717
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,13.926198440468594
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,13.269822933321086
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,13.028560085398203
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,13.883699968967564
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,12.861231142532649
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,13.76577686179467
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,14.62579528989494
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,14.644344142380517
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,12.959114063817104
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,14.884972917581614
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,14.224233238896495
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,13.30467849216168
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,15.136731244751516
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,14.148348844767336
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,12.800546725822846
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,13.781168647097415
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,13.221819326797068
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,13.85006793966631
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,14.367688026104243
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,12.643262271287279
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,13.774030354378938
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,13.784953000051987
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,13.35499344427828
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,13.265255456270896
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,14.046901961422185
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,12.936015891286328
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,12.900905825008318
