field_id,label,canonical_path,record_family,coverage,diversity,local_utility,neighborhood_reinforcement,final_queriability,neighbor_count,kind,dv_type,rank
cf_7f3b6795a0e812,birth date,Demographic data / components / birth date,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,1.0,4.595813491550917,1.4595813491550917,34,temporal,DV_DATE,1
cf_16800b2d3f5ef6,patient age,HCPA / components / General data / patient age,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.6666666666666666,0.6666666666666666,4.92914682488425,1.1595813491550917,34,numeric,DV_COUNT,2
cf_505d09ec39545c,duration of follow-up (months),Bariatric surgery evaluation / Components / duration of follow-up (months),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.7037037037037037,1.0,0.7037037037037037,3.8349032620416534,1.087194029907869,34,numeric,DV_COUNT,3
cf_5cd62eaa6e16a8,issue date,HCPA / components / General data / issue date,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.4444444444444444,0.4444444444444444,5.151369047106472,0.9595813491550916,34,temporal,DV_DATE,4
cf_469c691048a0ce,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.4090909090909091,0.4090909090909091,5.186722582460008,0.92776316733691,34,temporal,DV_DATE_TIME,5
cf_c75844f7868470,Body Mass Index,Body mass index / Single / Body Mass Index,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.7037037037037037,0.7058823529411765,0.4967320261437909,3.980549998102333,0.8947870259540243,34,numeric,DV_QUANTITY,6
cf_0b6364bb149692,Procedure,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.2608695652173913,0.2608695652173913,5.334943926333525,0.7943639578507438,34,coded,DV_CODED_TEXT,7
cf_bd9db9ae67063d,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.2222222222222222,0.2222222222222222,5.373591269328695,0.7595813491550917,34,coded,DV_CODED_TEXT,8
cf_b87e8363f020f7,healthcare unit,HCPA / components / General data / healthcare unit,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.18518518518518517,0.18518518518518517,5.410628306365732,0.7262480158217584,34,coded,DV_CODED_TEXT,9
cf_e7551706658b4a,gender,Demographic data / components / gender,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,0.18181818181818182,0.18181818181818182,5.413995309732735,0.7232177127914554,34,coded,DV_CODED_TEXT,10
cf_8b431261fa7dca,State,HCPA / components / General data / State,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.14814814814814814,0.14814814814814814,5.447665343402769,0.692914682488425,34,coded,DV_CODED_TEXT,11
cf_775d9002cb4e7b,reason for encounter,HCPA / components / General data / reason for encounter,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.13043478260869565,0.13043478260869565,5.465378708942222,0.6769726535029179,34,coded,DV_CODED_TEXT,12
cf_49533263f29569,reason for discharge,Patient discharge / Components / reason for discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,0.1111111111111111,0.1111111111111111,5.484702380439805,0.6595813491550917,34,coded,DV_CODED_TEXT,13
cf_19e1b0f55ef007,race,Demographic data / components / race,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,0.09090909090909091,0.09090909090909091,5.504904400641826,0.6413995309732736,34,null,NULL_FLAVOUR,14
cf_4122372d727029,ethnic group,Demographic data / components / ethnic group,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,0.09090909090909091,0.09090909090909091,5.504904400641826,0.6413995309732736,34,null,NULL_FLAVOUR,15
cf_7ab0248b87b82e,educational level,Demographic data / components / educational level,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,0.09090909090909091,0.09090909090909091,5.504904400641826,0.6413995309732736,34,coded,DV_CODED_TEXT,16
cf_eee397355aecbe,nationality,Demographic data / components / nationality,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,0.09090909090909091,0.09090909090909091,5.504904400641826,0.6413995309732736,34,coded,DV_CODED_TEXT,17
